is_return,oos_return,is_vol,oos_vol,is_sharpe,oos_sharpe,is_sortino,oos_sortino,is_drawdown,oos_drawdown
-3.49,17.63,17.51,24.18,-0.43,0.56,-0.54,1.31,-25.75,-8.52
1.87,-24.96,18.16,17.23,-0.12,-1.68,-0.17,-2.5,-31.11,-18.11
14.18,19.21,16.14,14.78,0.63,1.03,0.85,1.51,-23.95,-6.02
8.63,13.54,20.18,18.25,0.23,0.52,0.33,0.65,-32.55,-10.78
10.39,22.63,18.73,10.95,0.34,1.7,0.48,2.64,-29.32,-4.47
8.34,-51.12,18.63,21.54,0.23,-2.56,0.31,-3.21,-30.82,-30.91
16.31,16.79,17.71,24.48,0.7,0.52,0.96,0.68,-21.44,-15.85
14.86,47.73,16.05,12.71,0.68,3.44,0.9,5.32,-20.11,-6.45
24.01,-10.41,15.89,22.53,1.26,-0.64,1.73,-0.93,-13.21,-19.74
-6.24,-9.86,17.71,24.3,-0.58,-0.57,-0.81,-1.0,-39.48,-12.73
14.22,17.47,15.69,17.6,0.65,0.77,0.82,1.15,-23.02,-10.66
18.46,27.77,18.57,14.95,0.78,1.59,1.04,2.52,-17.41,-5.59
-3.11,5.4,20.72,23.57,-0.34,0.06,-0.45,0.07,-36.65,-20.49
8.76,29.38,18.71,30.23,0.25,0.84,0.39,1.02,-25.62,-12.68
0.49,16.29,19.8,19.04,-0.18,0.65,-0.24,0.99,-26.52,-7.45
16.93,-43.62,17.25,30.2,0.75,-1.58,0.92,-2.27,-16.5,-29.71
11.75,2.83,20.06,12.19,0.39,-0.1,0.55,-0.14,-24.16,-9.72
23.81,17.43,14.89,14.74,1.33,0.91,1.86,1.33,-14.5,-8.91
7.78,-12.47,20.11,24.95,0.19,-0.66,0.23,-0.72,-30.69,-16.68
14.82,17.77,17.64,18.94,0.61,0.73,0.75,1.22,-21.83,-10.07
-0.41,13.48,18.82,16.24,-0.23,0.58,-0.31,0.84,-23.22,-11.87
29.99,9.91,14.42,16.46,1.8,0.36,2.55,0.48,-12.15,-9.79
14.16,18.7,18.13,13.8,0.56,1.07,0.78,1.43,-19.25,-4.77
5.12,22.93,19.84,16.85,0.06,1.12,0.08,1.94,-22.02,-6.72
6.46,-9.62,22.61,28.34,0.11,-0.48,0.14,-0.6,-29.93,-20.27
2.01,-14.67,21.0,17.6,-0.1,-1.06,-0.14,-1.53,-26.76,-18.49
19.78,0.68,17.37,22.86,0.91,-0.15,1.21,-0.21,-27.44,-12.99
-0.18,-5.98,22.9,18.07,-0.18,-0.55,-0.25,-0.79,-38.45,-10.98
15.58,-1.59,18.11,21.58,0.64,-0.26,0.88,-0.35,-20.09,-9.3
13.49,-17.61,20.14,22.1,0.47,-0.98,0.65,-1.26,-21.73,-16.04
9.45,9.86,17.1,15.11,0.32,0.39,0.47,0.46,-23.69,-9.29
11.03,-35.47,20.09,34.46,0.35,-1.15,0.47,-1.52,-21.75,-22.72
-1.59,-30.31,21.27,16.09,-0.26,-2.13,-0.34,-3.06,-33.73,-18.3
9.94,7.21,18.43,16.7,0.32,0.19,0.41,0.33,-35.12,-11.14
25.46,-38.35,17.98,20.53,1.19,-2.06,1.51,-3.21,-23.99,-25.02
22.16,-10.24,17.82,20.44,1.02,-0.7,1.47,-0.92,-20.51,-18.09
6.51,-6.86,18.04,19.16,0.14,-0.57,0.2,-0.76,-29.07,-10.7
-1.1,43.48,20.56,28.16,-0.25,1.4,-0.32,1.8,-26.25,-13.72
6.82,-23.46,19.74,13.53,0.14,-2.03,0.19,-2.76,-22.53,-18.86
22.07,-29.49,21.07,20.02,0.86,-1.67,1.12,-2.65,-19.8,-22.46
17.68,4.8,20.34,22.51,0.67,0.04,0.85,0.05,-18.68,-8.88
-3.47,37.25,20.92,26.84,-0.36,1.24,-0.47,1.63,-30.28,-13.06
0.57,54.8,20.14,26.66,-0.17,1.91,-0.23,2.25,-30.97,-14.45
3.01,7.52,20.6,12.5,-0.05,0.28,-0.06,0.42,-32.57,-8.33
13.88,-3.85,17.72,22.27,0.56,-0.35,0.79,-0.55,-19.1,-18.4
22.37,11.47,17.96,20.39,1.02,0.37,1.22,0.45,-17.46,-14.93
6.23,11.1,19.22,17.36,0.12,0.41,0.15,0.56,-24.92,-8.85
15.9,51.08,20.59,11.47,0.58,4.11,0.86,7.34,-17.72,-4.79
14.58,32.89,16.88,11.69,0.63,2.47,0.84,3.55,-25.65,-4.14
16.77,5.42,18.0,15.03,0.71,0.09,0.92,0.17,-22.31,-7.39
18.9,-6.81,21.2,28.44,0.7,-0.38,0.96,-0.47,-31.39,-16.11
22.56,-4.26,20.64,14.29,0.9,-0.58,1.13,-0.89,-24.88,-20.0
7.31,12.21,18.96,14.53,0.17,0.56,0.22,0.95,-37.92,-8.51
7.54,59.05,22.1,16.47,0.16,3.34,0.21,5.33,-23.47,-4.79
-12.97,-22.28,19.5,15.33,-0.87,-1.71,-1.18,-2.44,-47.66,-17.66
17.88,24.27,16.81,19.6,0.83,1.03,1.21,1.65,-21.84,-8.73
7.03,30.1,20.36,11.08,0.15,2.36,0.21,3.37,-23.24,-4.18
2.01,0.63,17.73,12.83,-0.11,-0.26,-0.16,-0.35,-29.86,-7.49
19.53,14.62,18.69,15.77,0.83,0.67,1.09,0.84,-25.3,-10.22
-8.03,9.7,20.45,16.99,-0.59,0.34,-0.77,0.55,-40.21,-7.94
16.96,12.24,19.26,15.24,0.67,0.54,0.96,0.81,-18.49,-14.08
6.0,25.43,17.82,17.23,0.11,1.24,0.17,2.07,-28.35,-10.73
6.9,7.04,18.61,19.48,0.16,0.16,0.21,0.22,-24.04,-10.67
8.44,24.32,19.84,18.78,0.22,1.08,0.28,1.66,-26.14,-9.29
7.2,-4.22,19.89,20.43,0.16,-0.4,0.21,-0.71,-24.48,-13.28
4.09,16.07,19.54,15.78,0.0,0.77,0.01,1.23,-17.67,-10.7
7.44,13.33,17.57,13.6,0.2,0.69,0.28,1.02,-24.42,-12.54
18.56,-26.72,16.12,18.0,0.9,-1.71,1.24,-2.54,-14.76,-21.18
-2.15,-1.64,19.33,16.62,-0.32,-0.34,-0.43,-0.47,-29.38,-16.09
12.59,-3.61,14.78,12.99,0.58,-0.59,0.81,-0.85,-25.48,-12.8
8.36,-7.49,19.88,27.96,0.22,-0.41,0.29,-0.59,-22.28,-12.7
16.35,18.93,18.49,12.18,0.67,1.23,0.94,1.68,-16.89,-6.11
-1.42,-14.15,22.77,24.63,-0.24,-0.74,-0.34,-0.94,-29.4,-22.23
3.84,25.01,16.93,14.99,-0.01,1.4,-0.01,2.31,-30.12,-8.74
7.77,-26.54,25.07,26.68,0.15,-1.14,0.2,-1.5,-29.42,-22.39
-10.03,31.73,19.14,18.35,-0.73,1.51,-0.97,2.13,-54.97,-11.49
7.11,25.4,18.11,16.53,0.17,1.29,0.24,2.18,-24.31,-10.33
4.4,27.31,17.98,16.33,0.02,1.43,0.03,2.28,-24.04,-9.75
4.13,34.98,18.49,12.5,0.01,2.48,0.01,3.58,-26.77,-5.78
13.48,-2.43,17.33,24.19,0.55,-0.27,0.68,-0.32,-29.62,-18.88
26.23,40.75,18.45,17.16,1.21,2.14,1.59,3.05,-17.18,-6.67
13.78,24.78,17.77,16.65,0.55,1.25,0.78,1.78,-16.26,-8.3
10.58,-1.77,15.19,13.17,0.43,-0.44,0.56,-0.67,-25.73,-11.21
9.38,44.38,20.88,16.98,0.26,2.38,0.36,4.23,-24.66,-7.38
5.6,-32.7,17.09,27.49,0.09,-1.34,0.12,-1.75,-27.72,-27.52
