is_return,oos_return,is_vol,oos_vol,is_sharpe,oos_sharpe,is_sortino,oos_sortino,is_drawdown,oos_drawdown
12.88,14.87,14.52,18.39,0.61,0.59,0.83,0.86,-13.55,-13.82
-4.77,-6.09,13.55,16.92,-0.65,-0.6,-0.88,-0.79,-32.58,-14.19
11.61,25.42,16.22,19.18,0.47,1.12,0.73,1.6,-20.75,-6.54
4.28,41.41,18.32,23.26,0.02,1.61,0.02,1.84,-19.52,-11.24
-0.74,3.91,14.17,11.77,-0.33,-0.01,-0.46,-0.01,-25.28,-10.46
3.4,53.81,14.91,11.76,-0.04,4.24,-0.05,7.08,-35.05,-3.21
19.61,7.01,15.28,17.38,1.02,0.17,1.56,0.25,-16.95,-13.17
10.16,16.33,16.23,18.54,0.38,0.67,0.49,1.09,-21.85,-7.64
23.36,16.26,17.7,28.03,1.09,0.44,1.3,0.47,-21.36,-23.83
9.0,-15.74,14.86,21.22,0.34,-0.93,0.47,-1.32,-17.42,-14.76
9.53,21.63,19.82,12.31,0.28,1.43,0.36,2.23,-26.26,-5.86
11.0,56.25,16.0,22.84,0.44,2.29,0.66,2.92,-17.98,-9.66
5.25,17.18,14.52,13.5,0.09,0.98,0.12,1.34,-27.11,-5.98
10.3,15.98,19.02,31.53,0.33,0.38,0.45,0.47,-24.82,-16.31
-8.87,33.32,16.81,18.56,-0.77,1.58,-1.02,1.62,-33.99,-7.96
7.41,18.15,18.34,14.99,0.19,0.94,0.26,1.23,-23.6,-8.14
21.39,10.6,15.56,13.41,1.12,0.49,1.55,0.7,-10.66,-6.96
22.32,10.98,14.49,14.93,1.26,0.47,1.79,0.58,-15.27,-9.51
10.02,35.55,15.26,15.49,0.39,2.04,0.55,2.33,-16.17,-9.69
27.35,50.11,20.88,14.78,1.12,3.12,1.56,4.44,-15.86,-3.54
0.32,42.39,14.79,14.28,-0.25,2.69,-0.3,4.57,-23.19,-9.22
9.45,32.99,19.28,10.19,0.28,2.84,0.34,4.6,-26.3,-4.12
-6.53,45.43,12.74,14.56,-0.83,2.84,-1.13,3.93,-37.08,-5.11
13.48,-11.15,15.49,15.13,0.61,-1.0,0.81,-1.42,-18.01,-12.3
8.54,7.28,17.65,12.84,0.26,0.26,0.36,0.35,-24.92,-8.64
16.92,-15.73,14.13,21.41,0.91,-0.92,1.2,-1.22,-12.6,-17.82
10.67,2.88,14.48,20.71,0.46,-0.05,0.59,-0.07,-21.98,-9.36
1.46,14.03,17.03,18.59,-0.15,0.54,-0.21,0.77,-22.47,-12.06
-4.74,4.29,18.61,15.76,-0.47,0.02,-0.58,0.03,-29.76,-9.17
1.97,8.03,17.53,14.42,-0.12,0.28,-0.15,0.37,-20.18,-5.18
2.91,18.65,21.42,10.26,-0.05,1.43,-0.07,2.29,-25.93,-5.48
8.58,6.07,19.88,16.34,0.23,0.13,0.31,0.19,-25.91,-8.25
3.54,-5.55,16.3,25.38,-0.03,-0.38,-0.04,-0.59,-32.54,-19.1
-1.51,3.3,16.31,16.34,-0.34,-0.04,-0.49,-0.06,-33.18,-5.36
11.0,-7.66,15.19,15.88,0.46,-0.73,0.6,-0.96,-20.28,-13.51
4.18,-44.76,21.54,23.65,0.01,-2.06,0.01,-2.36,-20.61,-27.96
-6.07,26.72,15.87,13.67,-0.63,1.66,-0.94,2.36,-28.24,-8.96
15.49,5.62,17.97,21.59,0.64,0.07,0.89,0.13,-18.94,-10.09
18.3,22.47,16.03,15.85,0.89,1.17,1.31,2.16,-19.47,-7.71
0.05,-20.51,14.61,20.18,-0.27,-1.21,-0.35,-1.9,-30.59,-19.09
-0.39,10.55,17.64,31.35,-0.25,0.21,-0.32,0.37,-31.58,-19.14
4.2,18.4,16.39,14.8,0.01,0.97,0.02,1.38,-29.92,-7.25
14.02,18.39,19.73,12.01,0.51,1.2,0.68,1.87,-22.38,-9.89
13.84,-7.83,17.64,11.52,0.56,-1.03,0.74,-1.34,-30.59,-7.85
9.8,17.59,14.4,15.97,0.4,0.85,0.57,1.37,-17.86,-11.38
2.86,-23.56,14.62,17.6,-0.08,-1.57,-0.1,-1.97,-23.89,-17.44
7.78,23.27,19.98,18.62,0.19,1.03,0.25,1.44,-30.21,-8.66
10.87,1.09,15.02,21.15,0.46,-0.14,0.62,-0.2,-19.4,-13.19
6.1,4.11,18.02,14.25,0.12,0.01,0.16,0.01,-19.05,-7.9
21.21,-10.39,18.39,24.99,0.94,-0.58,1.21,-0.79,-18.26,-17.38
9.05,3.1,17.05,10.64,0.3,-0.08,0.46,-0.17,-19.85,-4.23
-2.77,25.19,14.71,13.31,-0.46,1.59,-0.55,2.4,-31.42,-6.04
-0.27,27.87,15.58,17.43,-0.27,1.37,-0.4,1.82,-31.47,-7.15
2.02,-1.69,16.01,21.37,-0.12,-0.27,-0.16,-0.34,-23.71,-14.88
16.74,-22.5,16.71,29.87,0.76,-0.89,1.05,-1.09,-16.45,-24.96
3.61,26.58,18.99,9.95,-0.02,2.27,-0.03,2.92,-21.63,-3.88
17.45,30.93,18.75,15.95,0.72,1.69,0.97,2.33,-28.46,-6.75
2.53,13.0,17.79,11.28,-0.08,0.8,-0.1,1.1,-23.33,-5.89
-17.33,7.36,18.99,13.59,-1.12,0.25,-1.48,0.32,-51.51,-13.23
12.4,-13.09,14.03,18.89,0.6,-0.91,0.88,-1.19,-16.62,-20.59
6.1,38.63,14.55,13.85,0.14,2.5,0.21,3.68,-20.71,-5.46
5.93,0.11,15.27,19.12,0.13,-0.2,0.16,-0.27,-21.56,-14.95
2.01,25.94,11.57,15.43,-0.17,1.42,-0.27,2.21,-14.14,-5.6
11.26,48.6,15.97,13.78,0.45,3.24,0.57,5.04,-22.19,-4.63
7.71,-26.62,17.87,24.86,0.21,-1.23,0.29,-1.63,-22.93,-21.83
4.06,-0.52,16.71,22.66,0.0,-0.2,0.01,-0.26,-17.52,-21.04
12.41,-4.82,14.26,14.5,0.59,-0.61,0.85,-0.85,-13.81,-12.29
1.52,35.84,15.42,17.78,-0.16,1.79,-0.22,2.52,-26.96,-7.59
6.91,17.76,16.48,12.53,0.18,1.1,0.24,1.67,-18.37,-5.71
-7.28,47.08,13.11,16.46,-0.86,2.62,-1.14,3.97,-33.83,-9.42
15.62,33.32,15.22,19.05,0.76,1.54,1.06,2.1,-15.18,-7.89
8.49,-7.57,17.63,13.08,0.25,-0.88,0.31,-1.19,-27.68,-7.11
3.48,43.57,15.76,10.44,-0.03,3.79,-0.05,8.18,-20.42,-2.76
6.2,2.78,14.53,14.41,0.15,-0.08,0.19,-0.1,-23.23,-9.3
17.19,42.37,14.97,14.82,0.88,2.59,1.3,4.24,-14.69,-3.6
5.85,84.75,18.72,18.2,0.1,4.44,0.14,7.78,-24.26,-5.27
-11.81,11.54,18.81,18.14,-0.84,0.42,-1.03,0.7,-45.81,-9.71
21.26,53.67,16.56,23.7,1.04,2.1,1.41,2.93,-19.54,-8.04
-0.04,0.77,20.32,19.68,-0.2,-0.16,-0.27,-0.25,-30.23,-16.9
3.39,46.96,15.92,18.96,-0.04,2.27,-0.05,3.04,-27.83,-6.31
-3.3,-1.98,20.37,8.29,-0.36,-0.72,-0.5,-1.06,-32.62,-6.9
10.46,38.17,19.0,14.06,0.34,2.43,0.47,3.68,-23.84,-4.47
15.85,35.74,15.68,18.1,0.76,1.75,1.02,2.74,-15.59,-10.83
6.52,6.08,15.36,11.39,0.16,0.18,0.23,0.27,-31.59,-8.47
7.56,27.05,14.39,12.79,0.25,1.8,0.35,2.47,-15.01,-5.93
7.37,-20.58,16.27,11.84,0.21,-2.08,0.29,-3.23,-23.07,-12.54
1.75,5.0,18.68,12.13,-0.12,0.08,-0.15,0.11,-25.93,-4.76
8.85,-5.89,17.43,19.77,0.28,-0.5,0.38,-0.73,-16.46,-13.48
7.9,12.75,17.92,10.36,0.22,0.84,0.29,1.43,-21.78,-4.77
3.76,34.32,13.03,11.77,-0.02,2.58,-0.02,3.77,-24.0,-5.99
0.32,25.7,14.82,17.79,-0.25,1.22,-0.33,1.88,-27.78,-10.27
0.27,55.39,16.1,17.77,-0.23,2.89,-0.32,3.84,-17.57,-6.44
0.36,40.35,12.9,19.29,-0.28,1.88,-0.39,3.0,-27.29,-5.91
7.51,6.12,17.92,20.56,0.2,0.1,0.25,0.11,-22.53,-17.89
11.42,23.98,20.98,15.07,0.35,1.33,0.5,1.71,-20.5,-8.05
-4.47,4.51,16.58,13.76,-0.51,0.04,-0.67,0.05,-31.48,-9.06
0.18,14.14,15.52,15.12,-0.25,0.67,-0.32,1.01,-23.84,-9.75
5.15,27.91,15.81,22.32,0.07,1.07,0.12,2.01,-20.48,-11.77
12.1,1.32,14.91,14.71,0.54,-0.18,0.82,-0.29,-22.46,-8.34
2.58,20.54,15.81,12.23,-0.09,1.35,-0.13,2.2,-22.22,-4.57
-1.52,27.85,15.92,12.98,-0.35,1.84,-0.5,3.42,-31.4,-5.8
8.04,3.71,17.26,9.35,0.23,-0.03,0.34,-0.04,-23.66,-9.01
-7.31,19.04,16.39,14.67,-0.69,1.02,-0.94,1.23,-25.37,-8.89
8.63,20.8,13.16,15.77,0.35,1.07,0.47,1.48,-23.54,-5.82
5.87,3.67,17.02,12.82,0.11,-0.03,0.13,-0.03,-25.61,-6.88
7.05,-14.29,16.38,17.37,0.19,-1.05,0.24,-1.4,-25.76,-15.54
-1.11,33.19,13.82,17.26,-0.37,1.69,-0.5,2.65,-36.18,-8.42
4.54,-5.02,13.63,16.04,0.04,-0.56,0.06,-0.86,-21.98,-9.01
7.31,-47.66,12.8,23.16,0.26,-2.23,0.42,-3.22,-19.12,-32.46
3.78,48.96,15.76,16.33,-0.01,2.75,-0.02,5.3,-26.6,-5.6
7.86,7.68,18.04,13.42,0.21,0.27,0.3,0.42,-20.27,-10.42
15.51,-5.34,16.33,20.03,0.7,-0.47,1.0,-0.61,-20.56,-16.89
16.49,12.01,17.81,30.96,0.7,0.26,0.85,0.36,-21.06,-22.62
16.13,-7.3,16.7,21.34,0.73,-0.53,1.09,-0.71,-15.16,-16.67
10.13,4.01,12.52,18.23,0.49,0.0,0.68,0.0,-15.08,-20.63
13.39,-7.04,16.42,13.65,0.57,-0.81,0.89,-1.16,-13.13,-8.96
15.81,36.74,14.93,10.35,0.79,3.16,1.1,5.48,-15.52,-2.52
9.04,47.2,14.38,14.26,0.35,3.03,0.53,5.49,-18.11,-4.82
12.88,-27.63,12.96,25.46,0.69,-1.24,0.93,-1.87,-19.05,-24.58
-1.07,15.86,13.18,8.54,-0.38,1.39,-0.57,2.63,-26.66,-2.53
-2.22,-2.34,15.32,23.86,-0.41,-0.27,-0.56,-0.35,-25.67,-13.59
10.16,58.01,20.13,19.03,0.31,2.84,0.43,4.42,-27.95,-9.86
17.62,29.36,17.84,17.5,0.76,1.45,1.03,2.07,-20.63,-7.09
17.54,6.12,16.77,24.26,0.81,0.09,1.17,0.15,-14.95,-19.66
0.6,61.67,21.37,22.29,-0.16,2.59,-0.19,2.91,-21.61,-15.2
3.98,-1.34,14.54,18.66,-0.0,-0.29,-0.0,-0.48,-16.89,-12.26
5.57,-21.49,15.13,20.17,0.1,-1.26,0.14,-1.64,-23.34,-20.14
7.15,-9.8,17.24,13.1,0.18,-1.05,0.25,-1.6,-20.14,-9.89
4.04,-6.9,18.49,25.29,0.0,-0.43,0.0,-0.61,-23.98,-21.1
2.18,27.48,16.76,13.66,-0.11,1.72,-0.14,2.47,-34.17,-7.43
12.72,12.5,14.95,21.37,0.58,0.4,0.79,0.6,-13.04,-8.78
20.16,26.24,16.33,14.58,0.99,1.53,1.47,2.38,-16.87,-5.33
0.59,-14.04,15.73,11.87,-0.22,-1.52,-0.28,-1.85,-23.91,-9.0
1.91,13.59,12.95,15.61,-0.16,0.61,-0.23,1.0,-23.94,-7.42
16.79,10.13,17.04,15.04,0.75,0.41,1.07,0.53,-18.4,-8.58
2.33,-3.03,15.4,24.48,-0.11,-0.29,-0.15,-0.44,-25.5,-21.83
11.68,24.02,19.02,12.51,0.4,1.6,0.51,2.27,-23.67,-6.15
-2.87,23.25,14.17,13.18,-0.49,1.46,-0.69,1.84,-32.55,-4.93
1.37,-12.95,17.57,23.03,-0.15,-0.74,-0.19,-0.69,-20.05,-16.39
20.09,18.96,15.95,12.22,1.01,1.22,1.37,2.12,-22.28,-7.17
3.25,12.25,20.54,10.03,-0.04,0.82,-0.05,1.2,-25.12,-6.13
5.49,-5.3,20.32,18.05,0.07,-0.52,0.1,-0.58,-31.86,-12.01
14.01,34.43,15.61,11.36,0.64,2.68,0.91,4.13,-15.77,-3.82
2.8,69.66,16.65,14.85,-0.07,4.42,-0.09,8.13,-26.82,-5.3
-3.41,-17.93,17.64,20.5,-0.42,-1.07,-0.59,-1.59,-33.06,-16.88
4.51,4.14,15.05,25.67,0.03,0.01,0.05,0.01,-30.35,-11.93
3.38,5.6,21.86,16.3,-0.03,0.1,-0.04,0.15,-26.29,-8.35
11.64,11.88,14.13,13.0,0.54,0.61,0.82,0.75,-14.83,-7.47
22.42,16.06,15.64,17.42,1.18,0.69,1.66,0.87,-17.43,-8.53
6.27,25.47,17.37,13.6,0.13,1.58,0.16,2.78,-16.66,-5.59
7.17,41.82,18.51,23.38,0.17,1.62,0.22,3.11,-22.14,-4.7
5.2,17.31,14.42,15.61,0.08,0.85,0.12,1.39,-23.02,-7.33
0.38,20.85,19.13,15.46,-0.19,1.09,-0.26,1.74,-40.47,-5.22
-2.21,-16.19,15.28,13.47,-0.41,-1.5,-0.53,-2.06,-28.79,-15.1
-3.03,34.43,14.69,13.23,-0.48,2.3,-0.71,3.97,-31.14,-6.71
-2.36,3.51,13.76,19.0,-0.46,-0.03,-0.62,-0.04,-22.6,-15.15
5.17,29.6,16.94,15.88,0.07,1.61,0.09,2.18,-29.18,-4.96
2.1,24.33,14.66,14.51,-0.13,1.4,-0.19,2.32,-14.72,-8.89
1.69,-7.29,16.76,9.59,-0.14,-1.18,-0.18,-1.95,-25.05,-7.95
13.26,29.04,19.31,23.97,0.48,1.04,0.7,1.39,-18.77,-13.28
15.13,31.89,14.94,12.96,0.74,2.15,1.08,2.94,-15.96,-4.78
3.47,1.64,17.48,18.37,-0.03,-0.13,-0.04,-0.18,-21.11,-14.54
16.58,-12.8,16.85,16.82,0.75,-1.0,1.19,-1.43,-19.79,-12.87
0.84,7.04,17.67,18.11,-0.18,0.17,-0.23,0.29,-30.5,-15.59
3.43,17.54,14.17,12.91,-0.04,1.05,-0.05,1.7,-30.45,-6.44
18.87,45.46,16.96,14.3,0.88,2.9,1.37,4.06,-19.7,-4.87
12.97,18.79,18.34,11.1,0.49,1.33,0.76,2.04,-21.2,-8.48
11.04,0.69,17.68,21.56,0.4,-0.15,0.57,-0.2,-14.48,-15.16
8.85,26.33,17.12,14.21,0.28,1.57,0.37,2.21,-22.58,-6.98
7.99,30.5,15.44,18.92,0.26,1.4,0.35,1.96,-15.63,-10.21
6.19,19.92,12.18,16.15,0.18,0.99,0.26,1.66,-23.02,-8.59
7.6,19.39,16.21,27.46,0.22,0.56,0.3,0.66,-22.93,-16.49
10.36,17.68,16.68,17.35,0.38,0.79,0.55,1.02,-24.13,-16.97
-0.89,16.19,17.13,26.03,-0.29,0.47,-0.35,0.55,-26.86,-16.51
4.68,-10.12,15.68,21.36,0.04,-0.66,0.06,-1.1,-20.73,-13.8
25.36,0.14,20.63,21.14,1.04,-0.18,1.48,-0.23,-24.44,-17.74
7.47,-21.76,20.87,26.9,0.17,-0.96,0.22,-1.52,-22.08,-30.16
0.54,18.17,13.92,12.77,-0.25,1.11,-0.34,1.91,-19.27,-6.78
24.1,34.91,18.93,15.68,1.06,1.97,1.34,3.08,-16.28,-9.87
3.2,1.0,17.43,14.65,-0.05,-0.2,-0.06,-0.28,-34.03,-11.16
14.08,3.31,19.3,26.7,0.52,-0.03,0.72,-0.03,-18.44,-16.24
21.41,6.66,19.44,17.94,0.9,0.15,1.34,0.21,-27.32,-14.99
22.04,-13.44,17.43,21.85,1.03,-0.8,1.52,-1.3,-11.12,-12.38
11.81,-21.92,17.71,24.37,0.44,-1.06,0.66,-1.37,-20.94,-17.99
-2.38,13.98,14.05,19.02,-0.45,0.52,-0.61,1.05,-35.74,-10.01
8.23,-7.75,19.31,12.06,0.22,-0.97,0.28,-1.56,-27.13,-8.44
14.09,10.85,17.32,15.2,0.58,0.45,0.72,0.65,-22.25,-8.88
10.35,10.8,16.51,13.09,0.38,0.52,0.57,0.88,-17.9,-10.28
7.35,8.8,17.8,16.77,0.19,0.29,0.24,0.42,-24.3,-12.69
7.22,-4.84,15.71,12.86,0.21,-0.69,0.25,-1.12,-22.04,-7.42
3.28,-16.86,15.43,17.15,-0.05,-1.22,-0.06,-1.76,-22.78,-12.69
16.25,-3.67,17.46,22.54,0.7,-0.34,0.95,-0.51,-15.46,-15.75
8.0,-3.58,16.92,13.97,0.24,-0.54,0.33,-0.85,-21.15,-9.78
-0.17,13.99,16.49,14.07,-0.25,0.71,-0.31,1.09,-18.09,-8.48
11.13,-18.16,16.94,13.51,0.42,-1.64,0.57,-2.08,-27.76,-14.72
6.85,-10.73,17.74,13.84,0.16,-1.06,0.22,-1.42,-37.37,-14.24
2.23,-5.23,13.75,17.41,-0.13,-0.53,-0.17,-0.76,-18.37,-9.79
7.43,-30.69,16.66,17.9,0.21,-1.94,0.26,-2.34,-20.03,-23.76
8.75,56.55,17.28,28.16,0.27,1.87,0.38,3.19,-22.03,-19.45
7.97,-17.1,21.66,11.46,0.18,-1.84,0.25,-2.91,-24.27,-8.95
13.3,30.57,18.49,20.7,0.5,1.28,0.64,1.81,-20.78,-12.09
-12.28,18.76,15.93,12.9,-1.02,1.14,-1.24,1.61,-45.74,-7.6
15.99,-30.76,15.73,23.99,0.76,-1.45,1.25,-2.01,-18.24,-28.73
-5.82,5.12,17.95,7.79,-0.55,0.14,-0.75,0.26,-38.51,-4.48
12.26,10.99,12.69,11.22,0.65,0.62,1.0,1.03,-13.99,-4.73
15.88,-1.52,18.08,16.74,0.66,-0.33,0.86,-0.44,-18.56,-12.83
-0.18,46.9,13.33,16.87,-0.31,2.54,-0.44,4.11,-25.39,-6.25
20.09,33.69,19.45,13.64,0.83,2.18,1.11,2.85,-18.43,-4.74
9.83,0.63,17.81,16.06,0.33,-0.21,0.41,-0.26,-19.49,-9.18
-2.79,-39.93,14.85,18.93,-0.46,-2.32,-0.66,-3.09,-28.08,-22.49
22.76,29.33,17.42,14.25,1.08,1.78,1.59,2.95,-12.6,-7.67
9.66,6.87,15.52,10.33,0.36,0.28,0.48,0.47,-17.23,-7.39
7.26,-3.3,17.97,10.44,0.18,-0.7,0.27,-0.94,-20.11,-11.72
4.3,20.59,18.84,13.62,0.02,1.22,0.02,2.07,-33.35,-5.94
15.17,5.51,18.19,10.25,0.61,0.15,1.0,0.2,-19.19,-8.19
5.87,30.28,20.74,17.85,0.09,1.47,0.12,2.35,-31.83,-9.87
11.31,-24.47,18.71,13.0,0.39,-2.19,0.51,-2.94,-24.05,-16.39
10.8,20.83,15.74,23.52,0.43,0.72,0.57,0.82,-21.56,-10.62
1.26,3.27,15.77,12.55,-0.17,-0.06,-0.25,-0.06,-18.08,-9.47
14.6,-0.51,14.14,13.3,0.75,-0.34,1.12,-0.59,-17.63,-11.47
6.92,18.56,14.35,22.11,0.2,0.66,0.27,0.92,-13.64,-14.17
12.45,4.73,15.02,18.12,0.56,0.04,0.81,0.05,-12.8,-12.44
-8.84,20.39,15.15,12.5,-0.85,1.31,-1.15,1.99,-38.09,-6.6
5.35,9.23,17.42,14.52,0.08,0.36,0.11,0.46,-28.96,-7.83
30.34,23.39,18.44,14.4,1.43,1.35,2.24,2.32,-13.66,-9.41
-1.98,2.74,14.58,14.11,-0.41,-0.09,-0.57,-0.12,-33.37,-11.04
0.75,-7.47,13.25,9.76,-0.24,-1.18,-0.36,-1.76,-14.56,-8.23
16.21,16.7,16.48,11.84,0.74,1.07,0.95,1.69,-18.77,-6.23
9.18,-2.48,14.43,19.75,0.36,-0.33,0.51,-0.33,-23.84,-10.64
12.59,-35.35,17.14,24.78,0.5,-1.59,0.6,-2.13,-29.36,-23.77
3.42,-22.42,15.6,16.3,-0.04,-1.62,-0.05,-1.84,-22.3,-18.59
13.99,-11.95,13.01,12.77,0.77,-1.25,1.14,-1.68,-19.52,-14.76
9.22,14.14,13.89,12.87,0.38,0.79,0.52,1.34,-21.1,-6.18
-0.79,-2.41,13.77,19.21,-0.35,-0.33,-0.46,-0.47,-28.22,-14.59
2.66,-6.09,18.87,17.71,-0.07,-0.57,-0.1,-0.81,-21.97,-9.77
-0.61,17.84,16.73,15.84,-0.28,0.87,-0.35,1.19,-23.48,-7.79
27.74,11.71,14.24,13.57,1.67,0.57,2.46,0.76,-14.37,-8.62
4.06,22.18,13.31,15.0,0.0,1.21,0.01,1.5,-23.71,-12.03
11.0,31.0,18.55,26.84,0.38,1.01,0.47,1.69,-19.87,-11.58
10.18,2.74,16.47,13.02,0.38,-0.1,0.47,-0.15,-17.01,-12.87
8.11,-13.16,15.2,23.68,0.27,-0.72,0.37,-1.04,-26.95,-11.04
6.49,21.48,18.7,15.57,0.13,1.12,0.19,1.75,-21.19,-7.24
11.67,7.52,13.19,12.34,0.58,0.29,0.84,0.4,-14.71,-9.31
-3.66,52.94,18.28,16.66,-0.42,2.94,-0.48,3.82,-32.89,-9.55
-0.44,27.61,18.26,15.93,-0.24,1.48,-0.35,2.45,-37.56,-5.19
0.87,22.68,19.84,13.01,-0.16,1.44,-0.2,2.38,-27.79,-5.25
9.55,40.82,18.03,20.47,0.31,1.8,0.42,3.07,-20.67,-4.26
14.81,-4.93,19.82,22.39,0.55,-0.4,0.77,-0.52,-19.57,-13.34
4.11,17.66,16.77,14.75,0.01,0.93,0.01,1.11,-26.34,-9.76
4.25,-8.66,16.69,22.61,0.02,-0.56,0.02,-0.71,-19.49,-17.16
16.23,-25.03,14.37,21.5,0.85,-1.35,1.18,-1.44,-13.01,-21.09
13.83,-12.83,21.48,17.89,0.46,-0.94,0.67,-1.37,-22.23,-16.6
13.68,25.45,18.67,13.98,0.52,1.53,0.66,2.01,-25.07,-8.24
16.83,-6.4,16.43,11.44,0.78,-0.91,1.07,-1.23,-15.72,-8.34
7.19,13.48,16.35,17.14,0.2,0.55,0.25,0.85,-25.59,-9.96
15.38,-6.47,13.95,15.55,0.82,-0.67,1.22,-0.88,-12.4,-13.22
3.42,26.14,14.83,20.55,-0.04,1.08,-0.05,1.93,-22.49,-9.55
-5.03,45.13,16.07,13.05,-0.56,3.15,-0.74,5.52,-34.28,-8.23
7.06,5.79,13.42,19.68,0.23,0.09,0.29,0.12,-17.03,-17.37
13.66,32.51,19.54,13.01,0.49,2.19,0.64,3.53,-20.38,-5.03
10.64,40.12,18.33,19.97,0.36,1.81,0.56,2.71,-18.57,-6.52
10.98,21.87,16.8,16.01,0.42,1.12,0.51,1.62,-34.26,-9.24
9.1,24.29,15.62,22.57,0.33,0.9,0.43,1.37,-23.37,-8.82
2.35,25.53,16.54,14.2,-0.1,1.52,-0.13,2.35,-24.72,-9.1
7.78,39.83,14.93,17.93,0.25,2.0,0.38,2.98,-17.23,-9.1
16.78,-23.47,13.59,21.59,0.94,-1.27,1.27,-1.6,-17.86,-18.28
-0.77,25.16,15.47,10.06,-0.31,2.1,-0.41,2.84,-30.38,-3.13
4.92,4.73,15.83,11.56,0.06,0.06,0.08,0.11,-18.44,-6.32
2.28,26.63,17.99,17.06,-0.1,1.33,-0.12,1.9,-28.0,-8.77
10.22,48.71,15.99,20.78,0.39,2.15,0.54,3.24,-27.48,-10.1
0.26,-23.81,18.47,12.67,-0.2,-2.19,-0.26,-3.28,-25.87,-18.09
15.38,5.59,15.83,15.44,0.72,0.1,0.91,0.17,-16.06,-10.11
9.15,43.71,15.55,13.59,0.33,2.92,0.46,4.27,-25.01,-3.31
9.56,-18.62,19.3,26.7,0.29,-0.85,0.36,-0.83,-17.87,-14.3
4.07,0.14,15.43,15.45,0.0,-0.25,0.01,-0.31,-20.1,-8.3
6.6,15.74,15.37,17.94,0.17,0.65,0.22,1.01,-25.43,-7.46
1.71,1.56,15.26,15.87,-0.15,-0.15,-0.22,-0.21,-32.75,-8.47
14.49,-2.99,15.22,15.08,0.69,-0.46,0.93,-0.64,-17.18,-13.08
-0.51,22.36,17.31,13.16,-0.26,1.4,-0.32,1.73,-24.53,-4.75
12.48,1.91,15.65,20.96,0.54,-0.1,0.69,-0.11,-17.12,-15.27
5.83,30.04,15.05,9.3,0.12,2.8,0.16,4.84,-16.34,-3.83
14.72,-6.71,12.91,16.73,0.83,-0.64,1.17,-0.93,-20.81,-14.51
1.68,44.59,15.2,16.94,-0.15,2.4,-0.23,4.28,-27.59,-7.11
3.38,35.54,13.38,10.26,-0.05,3.07,-0.07,4.43,-23.03,-4.19
10.82,1.48,16.56,15.36,0.41,-0.16,0.58,-0.2,-23.95,-7.52
-1.73,-4.86,13.95,13.03,-0.41,-0.68,-0.54,-0.96,-21.88,-12.28
-3.8,-0.49,16.7,10.17,-0.47,-0.44,-0.73,-0.69,-29.85,-9.26
-0.7,33.25,13.84,14.49,-0.34,2.02,-0.47,3.47,-23.87,-7.92
8.18,-26.3,16.42,13.24,0.25,-2.29,0.31,-2.77,-22.74,-17.27
-2.61,21.3,14.59,18.4,-0.45,0.94,-0.57,1.21,-24.49,-13.39
9.97,-12.83,20.25,26.21,0.29,-0.64,0.38,-0.84,-26.06,-17.71
12.7,28.63,14.53,13.71,0.6,1.8,0.84,2.52,-15.96,-5.86
3.98,14.18,16.22,16.95,-0.0,0.6,-0.0,0.94,-28.58,-9.82
4.43,-6.78,15.1,12.64,0.03,-0.85,0.04,-1.31,-18.1,-9.86
1.64,-2.76,18.4,7.72,-0.13,-0.87,-0.17,-1.34,-26.44,-7.37
10.55,20.21,14.75,9.98,0.44,1.62,0.73,2.84,-16.07,-3.93
2.01,8.59,13.4,11.97,-0.15,0.38,-0.21,0.55,-22.71,-11.67
6.51,-1.12,20.2,27.08,0.12,-0.19,0.15,-0.28,-21.76,-16.27
13.57,29.63,16.44,15.93,0.58,1.61,0.7,2.01,-23.27,-10.58
-3.9,22.04,18.16,13.64,-0.44,1.32,-0.59,1.8,-34.72,-5.22
20.91,35.84,15.8,12.03,1.07,2.65,1.66,4.15,-11.25,-3.75
19.17,2.93,15.85,17.74,0.96,-0.06,1.45,-0.08,-14.59,-13.45
8.42,1.57,18.27,14.12,0.24,-0.17,0.31,-0.22,-23.36,-11.63
13.34,-1.99,13.02,10.93,0.72,-0.55,1.09,-0.72,-13.89,-10.12
20.33,17.47,19.24,13.53,0.85,1.0,1.16,1.75,-22.23,-5.25
18.11,-12.3,17.36,10.93,0.81,-1.49,0.97,-2.02,-23.63,-7.92
11.55,-17.81,17.71,13.27,0.43,-1.64,0.51,-2.1,-19.13,-15.38
2.9,-22.74,15.95,19.5,-0.07,-1.37,-0.09,-2.0,-20.34,-20.31
8.25,-6.2,18.03,14.48,0.24,-0.7,0.34,-1.02,-20.81,-9.74
9.02,21.08,15.06,12.93,0.33,1.32,0.5,2.01,-21.21,-6.51
2.16,19.12,16.8,22.22,-0.11,0.68,-0.16,1.06,-32.75,-14.46
3.44,9.41,18.54,8.67,-0.03,0.62,-0.04,0.9,-18.11,-3.95
4.72,-1.2,16.91,11.9,0.04,-0.44,0.06,-0.57,-28.19,-6.38
18.66,-12.79,16.34,17.98,0.9,-0.93,1.25,-1.54,-17.22,-15.88
6.47,48.59,15.46,15.79,0.16,2.82,0.23,5.42,-21.87,-7.05
-7.48,-14.64,17.68,25.86,-0.65,-0.72,-0.89,-0.93,-36.06,-17.09
-8.74,9.3,17.92,29.49,-0.71,0.18,-0.97,0.26,-36.29,-13.98
