is_return,oos_return,is_vol,oos_vol,is_sharpe,oos_sharpe,is_sortino,oos_sortino,is_drawdown,oos_drawdown
14.78,-3.81,16.76,19.93,0.64,-0.39,0.91,-0.6,-14.03,-10.11
25.64,12.13,15.22,14.1,1.42,0.58,1.97,0.86,-11.42,-7.1
8.5,-19.51,18.38,19.18,0.24,-1.23,0.34,-1.87,-25.39,-18.51
11.58,-4.53,17.53,11.94,0.43,-0.71,0.62,-0.98,-15.35,-11.26
3.04,12.19,16.72,15.4,-0.06,0.53,-0.08,0.8,-22.69,-9.8
19.04,8.73,17.01,11.74,0.88,0.4,1.27,0.64,-13.73,-8.06
17.35,-7.27,16.51,15.89,0.81,-0.71,1.11,-0.85,-13.35,-9.45
17.15,19.38,18.52,14.9,0.71,1.03,1.01,1.43,-20.93,-6.63
6.75,-31.92,14.79,20.72,0.19,-1.73,0.28,-2.45,-21.79,-21.36
1.89,-42.89,13.32,22.39,-0.16,-2.09,-0.23,-2.75,-23.36,-26.2
25.06,-41.07,15.38,34.89,1.37,-1.29,1.96,-1.95,-12.5,-30.66
3.58,-20.66,16.21,22.87,-0.03,-1.08,-0.03,-1.52,-19.72,-16.74
11.54,-0.87,16.68,10.65,0.45,-0.46,0.62,-0.57,-21.29,-6.86
0.45,-13.35,15.91,19.08,-0.22,-0.91,-0.3,-1.36,-28.04,-14.76
4.98,0.18,15.87,22.72,0.06,-0.17,0.08,-0.25,-18.23,-14.88
4.71,-2.1,18.19,11.18,0.04,-0.55,0.05,-0.73,-26.44,-10.97
5.57,2.84,17.2,23.58,0.09,-0.05,0.13,-0.08,-23.22,-14.25
3.04,-10.48,17.09,22.04,-0.06,-0.66,-0.07,-0.77,-19.11,-11.78
1.17,5.97,16.52,10.97,-0.17,0.18,-0.24,0.3,-22.91,-7.0
-3.27,-5.47,18.57,24.39,-0.39,-0.39,-0.52,-0.53,-31.25,-22.95
13.83,17.86,16.81,15.95,0.58,0.87,0.82,1.27,-15.34,-8.59
21.88,25.77,19.98,12.85,0.9,1.69,1.26,2.37,-21.93,-6.81
6.07,-16.23,18.17,25.57,0.11,-0.79,0.18,-0.89,-31.4,-18.88
2.56,-2.61,16.19,14.07,-0.09,-0.47,-0.12,-0.75,-23.92,-10.34
19.69,18.36,16.43,16.06,0.96,0.89,1.3,1.37,-16.26,-11.53
3.66,-24.38,17.87,16.33,-0.02,-1.74,-0.02,-2.48,-20.65,-16.98
8.56,-3.34,17.64,15.4,0.26,-0.48,0.34,-0.79,-20.2,-17.18
2.5,28.91,16.21,15.28,-0.09,1.63,-0.12,2.34,-21.33,-9.13
12.04,32.38,14.75,19.72,0.55,1.44,0.78,2.2,-13.63,-8.02
6.37,-5.16,17.12,18.17,0.14,-0.5,0.2,-0.7,-20.82,-15.41
12.8,5.35,16.49,14.97,0.53,0.09,0.81,0.12,-24.98,-7.25
15.94,34.07,23.93,16.3,0.5,1.84,0.63,2.72,-22.56,-6.37
17.28,27.43,15.98,17.58,0.83,1.33,1.21,1.5,-17.11,-7.24
8.2,15.66,18.7,11.02,0.22,1.06,0.28,1.63,-18.68,-3.76
-4.56,39.47,17.92,22.17,-0.48,1.6,-0.68,2.29,-29.23,-18.79
-1.88,12.94,17.16,17.19,-0.34,0.52,-0.43,0.7,-37.3,-10.96
4.37,7.95,17.53,23.45,0.02,0.17,0.03,0.22,-24.59,-13.32
8.82,33.22,18.22,12.49,0.26,2.34,0.36,3.61,-19.49,-6.08
2.48,2.72,18.21,9.97,-0.08,-0.13,-0.11,-0.16,-32.31,-3.5
-3.4,14.89,14.67,14.11,-0.5,0.77,-0.65,0.86,-35.52,-6.89
6.76,12.12,17.4,12.21,0.16,0.66,0.21,1.12,-20.1,-10.49
2.58,-3.99,14.83,13.2,-0.1,-0.6,-0.14,-1.02,-21.98,-12.29
6.1,9.46,14.36,16.55,0.15,0.33,0.2,0.49,-18.7,-9.73
9.8,26.01,17.8,24.72,0.33,0.89,0.42,1.87,-21.58,-9.98
4.59,27.66,16.28,8.04,0.04,2.94,0.05,4.99,-34.45,-5.04
25.63,23.94,18.25,14.46,1.19,1.38,1.53,1.66,-20.76,-4.98
-7.42,5.38,14.97,18.72,-0.76,0.07,-0.99,0.12,-28.83,-15.88
23.12,6.12,17.39,15.53,1.1,0.14,1.52,0.18,-28.51,-9.48
6.56,22.39,14.81,13.8,0.17,1.33,0.23,2.12,-14.93,-5.52
-11.26,19.76,19.9,14.22,-0.77,1.11,-0.97,1.61,-44.63,-9.1
11.57,27.3,17.4,17.33,0.44,1.34,0.62,1.96,-16.19,-7.72
10.7,13.26,15.13,17.21,0.44,0.54,0.6,0.85,-15.32,-9.12
10.5,-19.31,16.2,24.53,0.4,-0.95,0.57,-1.22,-16.73,-14.93
9.74,19.41,15.24,10.22,0.38,1.51,0.52,2.29,-24.75,-4.64
-0.43,11.09,14.47,10.58,-0.31,0.67,-0.45,1.12,-25.39,-4.47
9.94,-13.53,20.22,18.38,0.29,-0.95,0.39,-1.22,-22.04,-10.68
14.14,-21.09,16.88,23.72,0.6,-1.06,0.8,-1.91,-14.66,-17.26
24.86,45.49,20.72,15.57,1.01,2.67,1.37,4.21,-28.97,-5.64
8.89,11.77,18.45,19.26,0.27,0.4,0.38,0.62,-29.73,-8.78
22.79,17.87,15.5,20.04,1.21,0.69,1.6,1.29,-15.69,-9.06
8.26,19.57,14.01,11.18,0.3,1.39,0.43,2.26,-18.29,-3.99
11.68,29.75,17.07,22.41,0.45,1.15,0.55,1.35,-23.45,-13.05
3.77,-1.07,16.35,16.17,-0.01,-0.31,-0.02,-0.38,-23.61,-12.36
3.21,18.08,20.4,14.21,-0.04,0.99,-0.06,1.38,-30.64,-5.64
2.63,5.94,16.44,18.23,-0.08,0.11,-0.12,0.16,-24.01,-8.48
6.0,31.54,17.64,14.94,0.11,1.84,0.16,2.66,-27.53,-8.87
27.88,7.62,18.41,9.84,1.3,0.37,1.84,0.59,-15.99,-8.0
20.04,-23.15,14.7,24.72,1.09,-1.1,1.68,-1.42,-12.59,-21.28
17.33,4.61,16.61,22.32,0.8,0.03,1.05,0.05,-16.36,-15.55
4.84,-3.29,16.16,17.87,0.05,-0.41,0.07,-0.45,-23.2,-13.98
5.62,-3.18,15.38,25.04,0.11,-0.29,0.15,-0.38,-24.46,-18.87
15.05,52.51,16.24,14.97,0.68,3.24,0.93,6.21,-19.52,-4.29
4.3,7.32,14.6,12.73,0.02,0.26,0.03,0.38,-22.4,-7.62
-11.44,-8.35,18.03,12.45,-0.86,-0.99,-1.15,-1.61,-41.45,-11.18
19.26,23.87,17.58,26.48,0.87,0.75,1.17,1.03,-15.64,-14.31
15.72,-29.01,18.18,27.37,0.64,-1.21,0.98,-1.65,-26.23,-22.84
7.96,-4.69,15.6,17.8,0.25,-0.49,0.33,-0.65,-15.84,-15.24
15.16,37.24,14.68,25.41,0.76,1.31,1.04,1.63,-19.6,-15.5
9.34,-4.87,17.25,18.68,0.31,-0.47,0.44,-0.54,-21.72,-12.74
12.78,21.47,18.39,24.15,0.48,0.72,0.59,0.72,-22.98,-16.32
8.68,1.5,17.14,13.04,0.27,-0.19,0.37,-0.27,-23.72,-6.15
-5.57,19.73,17.54,12.41,-0.55,1.27,-0.74,2.08,-30.82,-4.39
2.75,7.59,13.81,23.43,-0.09,0.15,-0.12,0.21,-22.25,-15.31
-4.35,24.6,19.93,9.6,-0.42,2.15,-0.55,3.19,-40.53,-6.59
0.52,-15.77,16.44,14.07,-0.21,-1.41,-0.31,-1.49,-30.8,-14.68
-4.14,17.23,19.24,16.94,-0.42,0.78,-0.56,1.18,-37.81,-6.13
-3.27,-3.47,16.92,9.69,-0.43,-0.77,-0.59,-1.34,-29.52,-13.41
-0.47,11.28,15.52,13.64,-0.29,0.53,-0.43,0.87,-24.15,-7.09
6.25,56.38,15.84,14.69,0.14,3.57,0.19,5.78,-17.15,-8.08
16.9,-3.54,18.76,15.24,0.69,-0.49,1.02,-0.73,-16.3,-8.75
17.74,43.9,17.41,19.77,0.79,2.02,1.22,2.94,-16.82,-7.45
0.09,15.48,14.66,15.06,-0.27,0.76,-0.35,1.13,-30.57,-7.52
11.12,-10.83,14.54,22.28,0.49,-0.67,0.64,-1.14,-16.75,-14.14
7.06,66.88,16.79,17.5,0.18,3.59,0.25,5.63,-24.84,-6.92
6.59,39.13,15.7,17.47,0.17,2.01,0.23,3.43,-21.07,-7.59
13.82,27.13,14.07,13.22,0.7,1.75,1.04,2.85,-11.22,-3.97
-5.68,15.28,16.97,13.06,-0.57,0.86,-0.82,1.14,-27.09,-6.88
-3.16,13.01,17.85,15.87,-0.4,0.57,-0.52,0.65,-29.19,-9.55
-10.5,7.9,17.26,11.28,-0.84,0.35,-1.07,0.58,-39.92,-5.19
17.52,27.83,15.92,23.6,0.85,1.01,1.23,1.89,-16.88,-9.78
7.92,-2.39,15.62,21.09,0.25,-0.3,0.34,-0.37,-16.34,-18.06
14.06,-6.66,16.8,21.68,0.6,-0.49,0.8,-0.69,-20.52,-16.95
3.75,-24.59,15.38,13.07,-0.02,-2.19,-0.02,-3.04,-22.77,-15.39
-0.68,3.58,14.88,11.57,-0.31,-0.04,-0.42,-0.07,-27.76,-6.72
4.63,4.87,16.64,15.82,0.04,0.06,0.06,0.09,-17.25,-11.0
24.06,25.64,16.36,13.59,1.23,1.59,1.71,2.11,-14.46,-5.8
7.95,41.29,13.9,13.02,0.28,2.86,0.4,4.35,-20.89,-4.22
-2.91,-20.69,18.13,10.98,-0.38,-2.25,-0.53,-3.36,-31.55,-12.52
5.63,26.2,15.74,20.57,0.1,1.08,0.13,1.93,-21.44,-15.63
15.48,23.99,15.13,15.95,0.76,1.25,1.1,2.01,-17.16,-8.67
-4.81,15.18,15.6,8.87,-0.56,1.26,-0.75,1.88,-30.16,-5.24
7.85,-7.76,15.36,25.2,0.25,-0.47,0.35,-0.5,-13.26,-17.95
8.85,-21.15,16.96,14.97,0.29,-1.68,0.38,-2.28,-23.76,-15.76
-8.02,7.01,19.08,13.95,-0.63,0.22,-0.91,0.37,-31.6,-7.73
13.59,-19.18,15.36,20.21,0.62,-1.15,0.92,-1.45,-15.58,-16.7
-4.94,32.3,16.79,17.25,-0.53,1.64,-0.7,2.62,-39.15,-10.04
3.25,-26.32,17.84,23.97,-0.04,-1.27,-0.06,-1.54,-19.91,-19.46
16.49,-5.46,16.05,23.17,0.78,-0.41,1.1,-0.55,-14.99,-15.19
15.91,-27.19,15.77,14.88,0.76,-2.1,1.03,-3.22,-19.99,-20.52
9.6,-19.87,18.85,14.02,0.3,-1.7,0.43,-2.24,-21.66,-12.48
-1.52,17.12,17.58,16.08,-0.31,0.82,-0.39,1.09,-26.15,-13.19
12.36,-23.69,15.61,18.66,0.54,-1.48,0.7,-2.26,-22.65,-18.67
17.0,43.3,17.36,16.84,0.75,2.33,1.02,3.17,-16.99,-9.0
4.58,-16.58,18.91,9.73,0.03,-2.12,0.05,-3.18,-21.96,-11.75
0.1,15.86,17.06,14.92,-0.23,0.8,-0.3,1.13,-27.6,-9.15
8.72,-25.24,15.9,28.47,0.3,-1.03,0.4,-1.38,-16.12,-20.96
16.22,40.43,26.26,13.01,0.47,2.8,0.71,5.47,-25.3,-5.03
25.31,14.97,19.94,20.19,1.07,0.54,1.55,0.7,-21.21,-17.9
-0.94,-8.93,18.29,10.17,-0.27,-1.27,-0.33,-1.84,-26.21,-9.42
2.22,22.69,15.99,10.68,-0.11,1.75,-0.14,2.79,-22.35,-4.84
4.35,69.53,19.82,22.23,0.02,2.95,0.02,5.04,-20.55,-6.69
17.69,-16.17,19.22,20.28,0.71,-0.99,0.95,-1.75,-30.26,-18.5
1.79,7.52,16.39,18.03,-0.13,0.2,-0.19,0.3,-26.8,-16.5
-1.09,-11.29,16.39,16.18,-0.31,-0.95,-0.41,-1.65,-29.2,-12.59
3.07,-9.5,15.77,16.06,-0.06,-0.84,-0.09,-1.0,-20.56,-14.64
6.79,3.7,15.99,11.23,0.17,-0.03,0.23,-0.04,-17.71,-9.24
7.82,19.48,19.73,18.0,0.19,0.86,0.26,1.29,-30.82,-9.19
6.97,28.68,17.43,19.56,0.17,1.26,0.23,1.31,-19.59,-8.42
4.17,16.35,16.64,11.05,0.01,1.12,0.01,1.82,-23.46,-4.34
-1.07,49.82,17.64,18.4,-0.29,2.49,-0.38,3.82,-27.79,-8.61
-0.47,-21.85,15.42,19.52,-0.29,-1.32,-0.38,-1.77,-27.6,-15.97
10.12,-17.5,13.04,17.87,0.47,-1.2,0.64,-1.21,-11.68,-18.5
11.57,-27.21,15.68,23.48,0.48,-1.33,0.66,-1.89,-17.59,-22.6
0.57,-3.57,15.67,11.12,-0.22,-0.68,-0.29,-0.84,-25.0,-6.81
7.1,46.45,15.01,16.25,0.21,2.61,0.29,3.71,-18.96,-6.85
9.79,13.72,15.62,11.9,0.37,0.82,0.51,1.4,-19.06,-5.67
9.3,-23.48,16.12,16.76,0.33,-1.64,0.46,-2.61,-13.86,-19.05
14.5,0.36,12.55,17.79,0.84,-0.2,1.34,-0.28,-13.31,-18.04
15.2,3.76,16.7,21.05,0.67,-0.01,0.89,-0.01,-20.86,-18.88
12.81,-21.92,17.99,25.24,0.49,-1.03,0.65,-1.39,-20.2,-19.56
6.29,84.49,19.89,22.8,0.12,3.53,0.16,6.51,-20.21,-6.91
3.44,-26.6,17.11,23.71,-0.03,-1.29,-0.04,-1.55,-19.36,-19.88
1.65,23.07,18.6,17.09,-0.13,1.12,-0.16,1.61,-25.83,-6.85
11.05,-18.27,17.82,24.82,0.4,-0.9,0.54,-1.32,-18.4,-17.42
20.99,30.76,22.44,28.38,0.76,0.94,1.1,1.67,-23.19,-10.37
2.74,9.03,16.21,11.04,-0.08,0.46,-0.11,0.69,-19.63,-4.28
10.62,26.44,16.88,17.47,0.39,1.28,0.6,1.87,-20.52,-8.75
4.57,38.32,16.17,14.61,0.04,2.35,0.05,3.95,-26.48,-7.6
16.13,22.41,16.7,14.27,0.73,1.29,1.11,1.61,-14.01,-8.1
11.64,39.41,15.96,22.16,0.48,1.6,0.67,2.78,-18.4,-10.74
4.16,33.19,15.44,16.79,0.01,1.74,0.01,2.09,-24.5,-11.94
5.56,-8.17,18.64,20.93,0.08,-0.58,0.11,-0.76,-25.94,-13.67
-2.74,-35.48,20.06,23.14,-0.34,-1.71,-0.4,-1.7,-34.61,-30.08
15.03,1.47,18.71,16.96,0.59,-0.15,0.82,-0.22,-18.15,-12.89
21.88,16.51,15.68,13.5,1.14,0.93,1.75,1.22,-14.66,-8.56
-1.74,-2.57,19.22,16.11,-0.3,-0.41,-0.43,-0.51,-30.91,-12.14
6.19,-18.9,15.91,10.53,0.14,-2.18,0.2,-3.69,-20.3,-11.19
1.42,24.89,16.11,12.92,-0.16,1.62,-0.22,2.07,-31.63,-10.36
-2.89,43.64,15.58,17.79,-0.44,2.23,-0.6,3.81,-29.78,-6.97
6.31,1.4,12.99,18.2,0.18,-0.14,0.25,-0.2,-13.1,-9.34
6.96,-9.62,15.59,12.94,0.19,-1.05,0.25,-1.46,-16.76,-13.6
8.38,-9.45,17.64,17.61,0.25,-0.76,0.36,-1.32,-24.01,-13.17
-3.71,-5.09,16.58,17.04,-0.47,-0.53,-0.56,-0.65,-28.83,-13.48
7.23,21.88,18.71,16.99,0.17,1.05,0.25,1.79,-27.49,-9.37
10.28,17.14,21.25,15.4,0.3,0.85,0.4,1.36,-19.39,-10.74
13.23,-17.61,15.91,16.8,0.58,-1.29,0.89,-1.56,-13.22,-15.99
0.73,27.94,17.76,12.69,-0.18,1.89,-0.24,3.42,-28.52,-6.34
7.7,7.4,14.88,15.95,0.25,0.21,0.38,0.31,-19.44,-6.91
7.39,3.36,17.69,23.12,0.19,-0.03,0.27,-0.04,-25.86,-17.78
15.3,-20.08,18.98,13.64,0.6,-1.77,0.77,-2.28,-24.42,-17.27
8.7,11.89,19.5,13.98,0.24,0.56,0.31,0.74,-15.7,-12.0
13.16,-1.1,16.19,19.06,0.57,-0.27,0.73,-0.37,-15.4,-20.71
15.3,25.89,17.24,18.11,0.66,1.21,0.9,2.41,-15.63,-7.34
7.09,12.75,14.29,12.19,0.22,0.72,0.36,1.08,-13.38,-6.34
0.98,47.41,15.11,12.37,-0.2,3.51,-0.28,6.83,-33.11,-5.76
-3.45,38.55,18.1,17.25,-0.41,2.0,-0.56,2.7,-25.24,-10.05
8.74,-23.41,18.65,12.0,0.25,-2.28,0.34,-3.09,-20.17,-15.59
4.12,-7.69,19.16,13.85,0.01,-0.84,0.01,-1.17,-20.93,-6.85
0.37,-10.09,17.06,15.49,-0.21,-0.91,-0.28,-1.21,-26.88,-17.18
6.2,31.91,19.29,11.09,0.11,2.52,0.16,4.75,-24.36,-3.79
4.4,-1.45,18.33,12.57,0.02,-0.43,0.03,-0.71,-35.58,-8.91
14.14,41.59,20.71,14.71,0.49,2.56,0.62,4.27,-21.28,-4.05
-2.82,-25.3,17.16,26.8,-0.4,-1.09,-0.6,-1.24,-31.57,-21.09
22.07,-1.19,19.3,14.14,0.94,-0.37,1.13,-0.59,-23.12,-7.43
3.02,-8.62,17.16,26.44,-0.06,-0.48,-0.08,-0.61,-27.81,-19.58
-2.58,-3.1,18.03,19.56,-0.36,-0.36,-0.5,-0.57,-31.24,-12.02
16.55,16.81,16.5,14.99,0.76,0.85,1.01,1.18,-21.45,-6.38
2.85,33.45,14.77,15.3,-0.08,1.92,-0.1,2.72,-20.82,-4.24
1.66,-9.8,19.84,11.15,-0.12,-1.24,-0.17,-1.69,-20.49,-11.26
-8.29,8.92,19.53,17.65,-0.63,0.28,-0.92,0.39,-33.94,-14.12
7.33,10.49,20.09,7.46,0.17,0.87,0.24,1.5,-32.5,-2.57
9.3,14.19,21.41,16.51,0.25,0.62,0.31,0.89,-30.88,-11.78
6.83,-6.13,17.1,16.55,0.17,-0.61,0.24,-0.85,-14.9,-14.6
4.68,38.43,16.76,16.26,0.04,2.12,0.06,3.41,-24.19,-7.63
5.94,35.16,18.02,21.64,0.11,1.44,0.14,2.42,-20.42,-13.22
6.77,27.66,17.17,14.96,0.16,1.58,0.23,2.28,-28.5,-7.21
22.35,21.66,14.59,15.12,1.26,1.17,1.8,2.0,-16.25,-8.8
11.26,4.51,17.88,8.4,0.41,0.06,0.53,0.09,-23.93,-7.91
3.37,52.29,16.73,13.51,-0.04,3.57,-0.05,7.17,-23.14,-4.97
7.92,-19.7,18.89,15.54,0.21,-1.53,0.28,-2.49,-19.53,-18.84
1.28,27.73,19.0,19.81,-0.14,1.2,-0.24,1.4,-30.93,-11.24
-2.45,-4.41,17.75,24.3,-0.36,-0.35,-0.47,-0.49,-42.61,-15.36
2.84,2.97,16.59,14.17,-0.07,-0.07,-0.1,-0.1,-21.92,-12.89
-4.49,2.33,18.37,17.46,-0.46,-0.1,-0.6,-0.16,-27.29,-8.71
10.89,62.98,15.32,15.89,0.45,3.71,0.58,6.0,-17.36,-6.03
16.73,20.58,17.37,17.33,0.73,0.96,1.04,1.63,-22.22,-9.21
8.43,33.0,17.4,13.39,0.25,2.17,0.33,3.16,-25.99,-4.07
6.42,-39.38,20.21,27.13,0.12,-1.6,0.15,-2.31,-24.88,-29.3
16.79,8.02,15.86,16.51,0.81,0.24,1.17,0.34,-18.74,-11.82
7.79,25.53,18.21,12.15,0.21,1.77,0.3,2.92,-19.17,-7.62
-12.33,-1.95,18.43,15.9,-0.89,-0.37,-1.22,-0.62,-42.26,-13.39
8.92,-6.44,19.73,14.52,0.25,-0.72,0.34,-0.89,-19.71,-9.96
6.47,-4.57,16.0,21.37,0.15,-0.4,0.22,-0.73,-17.86,-16.02
-2.67,14.45,16.43,15.18,-0.41,0.69,-0.54,0.94,-38.14,-8.66
1.54,21.96,14.14,28.24,-0.17,0.64,-0.24,0.81,-17.84,-21.68
7.52,20.11,15.44,22.01,0.23,0.73,0.31,0.83,-15.9,-13.16
1.35,15.39,17.0,12.5,-0.16,0.91,-0.2,1.57,-32.34,-7.57
8.36,1.23,11.62,12.33,0.38,-0.22,0.52,-0.27,-14.46,-8.51
10.33,3.07,16.01,15.98,0.4,-0.06,0.52,-0.09,-20.13,-10.32
27.56,-13.66,16.33,24.53,1.44,-0.72,2.3,-1.03,-9.9,-17.42
7.32,1.64,15.45,12.71,0.22,-0.19,0.33,-0.29,-16.6,-10.56
3.11,27.77,15.41,17.92,-0.06,1.33,-0.08,1.6,-29.47,-14.8
10.28,-7.18,15.35,11.21,0.41,-1.0,0.61,-1.43,-15.94,-10.69
23.34,-9.16,15.54,25.73,1.24,-0.51,1.9,-0.73,-15.54,-14.29
10.76,-19.91,16.84,22.0,0.4,-1.09,0.55,-1.42,-17.27,-16.89
8.8,11.48,21.61,12.71,0.22,0.59,0.27,1.01,-25.44,-9.04
-6.85,-5.98,16.92,11.38,-0.64,-0.88,-0.91,-1.24,-37.41,-7.8
9.3,0.46,14.04,17.23,0.38,-0.21,0.53,-0.3,-18.95,-8.88
13.5,42.62,19.46,24.64,0.49,1.57,0.71,2.58,-21.35,-13.14
8.66,-5.52,18.2,14.78,0.26,-0.64,0.36,-0.85,-21.04,-10.67
15.85,0.98,18.58,16.78,0.64,-0.18,0.74,-0.28,-27.7,-9.4
21.07,-27.22,17.6,18.08,0.97,-1.73,1.31,-2.71,-12.7,-15.91
2.36,-13.09,16.13,15.17,-0.1,-1.13,-0.14,-1.59,-23.99,-10.26
-3.05,0.79,14.77,26.21,-0.48,-0.12,-0.68,-0.2,-26.56,-17.47
7.73,-5.18,17.97,13.29,0.21,-0.69,0.29,-1.01,-17.57,-8.83
22.21,4.72,18.68,16.0,0.97,0.05,1.39,0.07,-16.63,-9.72
7.35,14.26,16.54,14.74,0.2,0.7,0.28,0.78,-28.67,-6.85
13.75,16.77,19.18,14.15,0.51,0.9,0.66,1.64,-22.16,-6.91
3.23,29.27,13.24,12.17,-0.06,2.08,-0.08,2.65,-20.33,-4.21
-1.32,-23.39,16.91,13.79,-0.31,-1.99,-0.4,-2.5,-23.52,-13.26
22.29,-11.36,14.51,19.18,1.26,-0.8,1.89,-1.17,-15.19,-17.48
3.44,-5.29,15.85,21.53,-0.04,-0.43,-0.05,-0.52,-18.04,-11.59
4.81,7.75,15.44,13.72,0.05,0.27,0.07,0.4,-23.88,-8.99
1.05,-2.76,13.41,29.02,-0.22,-0.23,-0.29,-0.29,-34.82,-16.26
7.39,39.09,18.41,14.35,0.18,2.44,0.24,3.5,-22.12,-4.66
13.25,-8.32,18.16,19.54,0.51,-0.63,0.69,-0.93,-28.77,-14.77
-4.53,-0.69,20.6,17.67,-0.41,-0.27,-0.57,-0.46,-25.09,-12.16
1.8,20.75,15.84,16.32,-0.14,1.03,-0.17,1.57,-25.38,-8.82
7.42,43.77,13.16,25.31,0.26,1.57,0.36,1.99,-13.83,-12.94
8.62,39.33,15.1,19.15,0.31,1.84,0.4,3.08,-18.13,-5.59
3.02,36.06,15.6,15.33,-0.06,2.09,-0.08,3.12,-24.91,-6.8
23.9,0.67,15.99,22.56,1.24,-0.15,1.86,-0.19,-15.46,-14.7
23.34,20.42,19.15,19.1,1.01,0.86,1.33,1.22,-18.89,-10.55
-0.71,43.66,17.13,18.85,-0.28,2.1,-0.4,3.06,-23.66,-12.6
13.68,23.97,13.64,23.42,0.71,0.85,1.06,1.22,-14.06,-9.7
19.0,32.14,20.21,9.98,0.74,2.82,1.05,5.02,-24.39,-4.13
10.55,28.93,16.03,11.98,0.41,2.08,0.56,2.64,-22.72,-6.76
-6.08,-3.72,13.39,14.42,-0.75,-0.54,-1.11,-0.85,-32.85,-7.21
7.91,5.89,18.22,17.78,0.21,0.11,0.28,0.13,-23.1,-11.06
4.8,27.71,15.65,17.59,0.05,1.35,0.07,2.23,-22.93,-7.03
9.89,8.48,15.3,15.16,0.38,0.3,0.47,0.43,-21.15,-11.04
6.77,15.67,18.18,29.27,0.15,0.4,0.19,0.55,-18.55,-13.52
-2.84,6.59,17.12,22.37,-0.4,0.12,-0.52,0.14,-31.55,-16.13
13.0,-8.11,19.11,21.57,0.47,-0.56,0.69,-0.68,-23.4,-24.01
4.65,-16.29,18.19,25.91,0.04,-0.78,0.04,-1.01,-27.8,-20.72
4.94,-3.5,17.21,9.47,0.05,-0.79,0.08,-1.06,-28.83,-5.29
7.06,16.85,18.07,10.52,0.17,1.22,0.24,1.63,-23.84,-6.87
9.5,56.22,15.88,13.16,0.35,3.97,0.51,6.09,-17.29,-6.62
6.64,20.84,16.42,14.58,0.16,1.15,0.23,1.59,-20.79,-6.28
5.77,15.97,12.96,10.79,0.14,1.11,0.18,2.15,-15.38,-5.59
5.67,-5.77,17.95,14.21,0.09,-0.69,0.14,-0.98,-27.77,-9.54
10.09,12.38,18.13,14.17,0.34,0.59,0.47,0.87,-17.75,-9.83
6.36,-3.59,19.39,25.78,0.12,-0.29,0.16,-0.43,-36.38,-16.37
2.64,14.48,19.21,12.1,-0.07,0.87,-0.1,1.28,-28.88,-6.91
-1.45,21.05,17.32,16.67,-0.31,1.02,-0.38,1.53,-32.96,-7.79
-8.4,-37.64,18.25,18.55,-0.68,-2.24,-0.89,-3.19,-38.33,-23.1
20.01,25.87,18.31,13.25,0.87,1.65,1.27,2.24,-26.72,-7.93
-6.8,4.3,19.55,13.33,-0.55,0.02,-0.76,0.04,-33.69,-9.77
6.14,68.51,16.4,18.26,0.13,3.53,0.17,5.19,-24.46,-6.83
3.65,-8.83,16.83,17.26,-0.02,-0.74,-0.03,-0.77,-19.19,-7.85
5.17,-11.22,16.37,15.47,0.07,-0.98,0.09,-1.38,-26.92,-11.82
-1.02,56.63,19.83,16.07,-0.25,3.28,-0.34,7.1,-25.73,-7.12
13.67,13.85,19.54,14.42,0.5,0.68,0.65,1.26,-16.93,-6.18
3.44,48.32,17.4,11.15,-0.03,3.97,-0.04,7.49,-18.57,-3.1
12.9,33.22,15.72,17.98,0.57,1.63,0.79,2.61,-16.1,-7.11
6.04,-6.15,15.71,14.44,0.13,-0.7,0.18,-0.92,-24.23,-9.77
2.51,18.45,16.54,13.89,-0.09,1.04,-0.12,1.49,-20.34,-7.9
3.97,19.23,14.71,15.87,-0.0,0.96,-0.0,1.21,-28.3,-8.88
3.2,-3.83,15.22,11.8,-0.05,-0.66,-0.07,-0.86,-23.29,-12.22
16.86,32.92,17.18,15.62,0.75,1.85,1.12,3.07,-17.06,-5.24
4.57,31.6,15.57,11.69,0.04,2.36,0.05,4.29,-22.72,-3.61
0.13,11.46,15.13,11.45,-0.26,0.65,-0.34,0.99,-25.95,-11.11
-0.85,-11.76,18.68,19.09,-0.26,-0.83,-0.34,-1.01,-40.97,-23.93
6.68,-27.95,17.45,27.25,0.15,-1.17,0.21,-1.65,-23.63,-29.45
10.52,25.81,16.15,11.57,0.4,1.88,0.56,2.58,-15.85,-4.85
6.58,12.02,14.29,15.69,0.18,0.51,0.25,0.78,-17.73,-6.82
3.77,23.26,16.39,17.86,-0.01,1.08,-0.02,1.79,-27.05,-8.49
6.13,45.43,18.31,15.49,0.12,2.67,0.17,3.55,-19.71,-4.58
-5.25,26.94,18.43,14.84,-0.5,1.55,-0.64,2.54,-37.56,-7.53
6.15,15.14,16.57,15.38,0.13,0.72,0.18,1.0,-26.01,-8.59
11.29,-5.91,17.06,12.99,0.43,-0.76,0.6,-0.98,-22.94,-11.61
5.44,18.01,17.25,17.08,0.08,0.82,0.12,1.28,-29.83,-6.81
8.21,4.45,20.6,12.17,0.2,0.04,0.29,0.06,-24.51,-8.94
24.71,-14.42,16.3,13.27,1.27,-1.39,1.69,-2.12,-23.3,-8.73
18.48,-4.22,16.5,12.35,0.88,-0.67,1.18,-0.93,-14.05,-11.15
18.95,-28.14,18.75,21.38,0.8,-1.5,1.14,-1.92,-29.25,-20.71
