date,ticker,shares_holding,current_price,current_value,yesterday_value,return_change,pnl_dollar,entry_price,cum_pnl,weight,shares_change,is_rebalance_day,ym
2022-05-03,AESNEENRG,3303.3,114.422607421875,96566.148440094,95748.57175216675,0.025620780667844897,817.5766879272462,114.3713150024414,-222.56902099609363,1.0,0.0,0,606615
2022-05-04,AESNEENRG,3303.3,118.53582763671875,100471.33121917726,96566.148440094,0.12141605098596675,3905.182779083252,114.3713150024414,3682.613758087158,1.0,0.0,0,606615
2022-05-05,AESNEENRG,3303.3,116.45656967163086,98532.6739656067,100471.33121917726,-0.057731531070248684,-1938.6572535705566,114.3713150024414,1743.9565045166014,1.0,0.0,0,606615
2022-05-06,AESNEENRG,3303.3,120.02548217773438,101419.73975372314,98532.6739656067,0.08833745108432887,2887.065788116455,114.3713150024414,4631.022292633057,1.0,0.0,0,606615
2022-05-09,AESNEENRG,3303.3,117.73236083984375,99280.57589164734,101419.73975372314,-0.06558625151154678,-2139.163862075806,114.3713150024414,2491.858430557251,0.9999999999999999,0.0,0,606615
2022-05-10,AESNEENRG,3303.3,117.23756790161133,99022.90974380494,99280.57589164734,-0.008892583502598361,-257.6661478424072,114.3713150024414,2234.1922827148437,1.0,0.0,0,606615
2022-05-11,AESNEENRG,3303.3,117.51609802246094,99205.54394012451,99022.90974380494,0.005398959461710722,182.6341963195801,114.3713150024414,2416.8264790344238,1.0,0.0,0,606615
2022-05-12,AESNEENRG,3303.3,115.20966529846191,97297.76062774658,99205.54394012451,-0.05919605444981017,-1907.7833123779299,114.3713150024414,509.0431666564946,1.0,0.0,0,606615
2022-05-13,AESNEENRG,3303.3,117.84578704833984,99890.4540753174,97297.76062774658,0.08119079887262286,2592.693447570801,114.3713150024414,3101.736614227295,1.0,0.0,0,606615
2022-05-16,AESNEENRG,3303.3,119.58864974975586,101303.05573287964,99890.4540753174,0.03778146283943803,1412.601657562256,114.3713150024414,4514.338271789551,1.0,0.0,0,606615
2022-05-17,AESNEENRG,3303.3,122.90320587158203,104234.46027267457,101303.05573287964,0.0876323891684871,2931.404539794922,114.3713150024414,7445.742811584472,1.0,0.0,0,606615
2022-05-18,AESNEENRG,3303.3,122.04756355285645,103434.78938873291,104234.46027267457,-0.027303355772438503,-799.6708839416505,114.3713150024414,6646.071927642823,1.0,0.0,0,606615
2022-05-19,AESNEENRG,3303.3,122.34167671203613,104260.03157546997,103434.78938873291,0.023978443000625037,825.2421867370606,114.3713150024414,7471.314114379883,1.0,0.0,0,606615
2022-05-20,AESNEENRG,3303.3,122.46187400817871,103964.80523925781,104260.03157546997,-0.006590570956297768,-295.22633621215823,114.3713150024414,7176.0877781677245,1.0,0.0,0,606615
2022-05-23,AESNEENRG,3303.3,124.5759220123291,105899.71400131226,103964.80523925781,0.057961190731054234,1934.9087620544433,114.3713150024414,9110.996540222168,1.0,0.0,0,606615
2022-05-24,AESNEENRG,3303.3,126.23437690734863,106716.22578659058,105899.71400131226,0.026415129917672156,816.5117852783204,114.3713150024414,9927.508325500488,1.0,0.0,0,606615
2022-05-25,AESNEENRG,3303.3,127.44189643859863,107967.87096237183,106716.22578659058,0.03325512936924592,1251.6451757812501,114.3713150024414,11179.15350128174,1.0,0.0,0,606615
2022-05-26,AESNEENRG,3303.3,128.02071952819824,108842.66641159057,107967.87096237183,0.026952903361402703,874.79544921875,114.3713150024414,12053.94895050049,1.0,0.0,0,606615
2022-05-27,AESNEENRG,3303.3,130.68590545654297,110574.41020126342,108842.66641159057,0.05170581927147042,1731.7437896728518,114.3713150024414,13785.692740173341,1.0,0.0,0,606615
2022-05-31,AESNEENRG,3303.3,128.4180393218994,108816.3088735962,110574.41020126342,-0.04868611551827932,-1758.1013276672365,114.3713150024414,12027.591412506104,1.0,0.0,0,606615
2022-06-01,AWKFENEE,1783.94,243.65189361572266,108155.25793792725,34737.05815658569,0.006341517698617697,220.2856690979004,237.81183295677857,3072.9231175231903,1.0,1274.72,3,606618
2022-06-02,AWKFENEE,1783.94,248.45498657226562,109827.93516174317,108155.25793792725,0.04635163890954807,1672.6772238159183,237.81183295677857,4745.600341339108,1.0,0.0,0,606618
2022-06-03,AWKFENEE,1783.94,248.3006248474121,109540.60847640992,109827.93516174317,-0.00811907706396571,-287.32668533325193,237.81183295677857,4458.2736560058565,1.0,0.0,0,606618
2022-06-06,AWKFENEE,1783.94,249.56444931030273,110197.78435974121,109540.60847640992,0.01754616788134146,657.1758833312989,237.81183295677857,5115.449539337155,1.0,0.0,0,606618
2022-06-07,AWKFENEE,1783.94,250.83771133422852,110460.55621643068,110197.78435974121,0.007365587030876467,262.7718566894531,237.81183295677857,5378.221396026608,1.0,0.0,0,606618
2022-06-08,AWKFENEE,1783.94,246.27913665771484,108655.16371170044,110460.55621643068,-0.04882905425582209,-1805.3925047302246,237.81183295677857,3572.8288912963844,1.0,0.0,0,606618
2022-06-09,AWKFENEE,1783.94,241.95407104492188,106881.3416607666,108655.16371170044,-0.04894274855621483,-1773.822050933838,237.81183295677857,1799.006840362546,1.0,0.0,0,606618
2022-06-10,AWKFENEE,1783.94,238.4184913635254,105507.96508987427,106881.3416607666,-0.03811359829413126,-1373.376570892334,237.81183295677857,425.63026947021217,1.0,0.0,0,606618
2022-06-13,AWKFENEE,1783.94,226.8638687133789,100605.38605651856,105507.96508987427,-0.13930421461307685,-4902.579033355713,237.81183295677857,-4476.948763885502,1.0,0.0,0,606618
2022-06-14,AWKFENEE,1783.94,219.01811599731445,98028.16880722047,100605.38605651856,-0.07707029354590272,-2577.217249298096,237.81183295677857,-7054.166013183597,0.9999999999999999,0.0,0,606618
2022-06-15,AWKFENEE,1783.94,221.9033603668213,98707.5898223114,98028.16880722047,0.019569933780244082,679.4210150909425,237.81183295677857,-6374.744998092655,1.0,0.0,0,606618
2022-06-16,AWKFENEE,1783.94,214.35387229919434,95381.5740209198,98707.5898223114,-0.09984799017084081,-3326.0158013916016,237.81183295677857,-9700.760799484256,1.0,0.0,0,606618
2022-06-17,AWKFENEE,1783.94,214.82178497314453,95225.28984451294,95381.5740209198,-0.00507232454797836,-156.28417640686035,237.81183295677857,-9857.044975891116,1.0,0.0,0,606618
2022-06-21,AWKFENEE,1783.94,218.9807643890381,96802.97165504456,95225.28984451294,0.0485062646262045,1577.6818105316165,237.81183295677857,-8279.3631653595,1.0,0.0,0,606618
2022-06-22,AWKFENEE,1783.94,223.30940437316895,98553.2990171051,96802.97165504456,0.053015322796606645,1750.3273620605469,237.81183295677857,-6529.0358032989525,1.0,0.0,0,606618
2022-06-23,AWKFENEE,1783.94,233.12162399291992,102164.53183319092,98553.2990171051,0.10928817722531367,3611.232816085816,237.81183295677857,-2917.802987213138,1.0,0.0,0,606618
2022-06-24,AWKFENEE,1783.94,237.57887077331543,103724.06281486512,102164.53183319092,0.04555633334155204,1559.5309816741944,237.81183295677857,-1358.2720055389436,1.0,0.0,0,606618
2022-06-27,AWKFENEE,1783.94,238.7484893798828,104534.83107391358,103724.06281486512,0.02550899240283966,810.7682590484618,237.81183295677857,-547.5037464904813,1.0,0.0,0,606618
2022-06-28,AWKFENEE,1783.94,233.61565399169922,102629.79578521728,104534.83107391358,-0.05390019607995068,-1905.0352886962892,237.81183295677857,-2452.539035186771,1.0,0.0,0,606618
2022-06-29,AWKFENEE,1783.94,234.2504425048828,102964.1753100586,102629.79578521728,0.010848930867971536,334.3795248413086,237.81183295677857,-2118.159510345462,1.0,0.0,0,606618
2022-06-30,AWKFENEE,1783.94,238.39972305297852,104491.33882537842,102964.1753100586,0.04362651118012515,1527.1635153198245,237.81183295677857,-590.9959950256375,1.0,0.0,0,606618
2022-07-01,FEPCGVST,6276.780000000001,65.35544395446777,107711.1104870224,32487.73174758911,0.02448550472049353,795.4785090637207,67.88841573601684,-2733.4058386230504,1.0,5278.26,3,606621
2022-07-05,FEPCGVST,6276.780000000001,61.932251930236816,102158.95253811836,107711.1104870224,-0.15466334278237057,-5552.157948904037,67.88841573601684,-8285.563787527088,1.0,0.0,0,606621
2022-07-06,FEPCGVST,6276.780000000001,61.79902172088623,102011.61206866265,102158.95253811836,-0.004218420223399516,-147.340469455719,67.88841573601684,-8432.904256982805,1.0,0.0,0,606621
2022-07-07,FEPCGVST,6276.780000000001,62.47328472137451,103894.81416346549,102011.61206866265,0.05543758355659856,1883.2020948028567,67.88841573601684,-6549.70216217995,1.0,0.0,0,606621
2022-07-08,FEPCGVST,6276.780000000001,62.32609462738037,103853.15418522834,103894.81416346549,-0.0015830638468660929,-41.6599782371521,67.88841573601684,-6591.362140417102,1.0,0.0,0,606621
2022-07-11,FEPCGVST,6276.780000000001,62.43385410308838,103608.30014376639,103853.15418522834,-0.006342242510285492,-244.85404146194466,67.88841573601684,-6836.216181879046,1.0,0.0,0,606621
2022-07-12,FEPCGVST,6276.780000000001,62.81991672515869,104224.69071724892,103608.30014376639,0.018210297443632475,616.3905734825133,67.88841573601684,-6219.825608396533,1.0,0.0,0,606621
2022-07-13,FEPCGVST,6276.780000000001,62.8014612197876,104240.98983120918,104224.69071724892,0.00047661955446587356,16.29911396026614,67.88841573601684,-6203.526494436267,1.0,0.0,0,606621
2022-07-14,FEPCGVST,6276.780000000001,63.07330322265625,104467.65804170608,104240.98983120918,0.0066948307635677174,226.66821049690245,67.88841573601684,-5976.858283939365,1.0,0.0,0,606621
2022-07-15,FEPCGVST,6276.780000000001,63.13360118865967,105107.37159710884,104467.65804170608,0.018381376851324384,639.7135554027558,67.88841573601684,-5337.144728536608,1.0,0.0,0,606621
2022-07-18,FEPCGVST,6276.780000000001,63.32097625732422,105507.97290727615,105107.37159710884,0.011400447078149622,400.60131016731265,67.88841573601684,-4936.543418369297,1.0,0.0,0,606621
2022-07-19,FEPCGVST,6276.780000000001,64.84911155700684,108409.75424417495,105507.97290727615,0.0819856605306749,2901.7813368988036,67.88841573601684,-2034.7620814704924,1.0,0.0,0,606621
2022-07-20,FEPCGVST,6276.780000000001,64.69035911560059,108268.07675130843,108409.75424417495,-0.004182510522706724,-141.6774928665161,67.88841573601684,-2176.439574337009,1.0,0.0,0,606621
2022-07-21,FEPCGVST,6276.780000000001,64.41928291320801,107536.4851891136,108268.07675130843,-0.019609834757165736,-731.5915621948243,67.88841573601684,-2908.0311365318335,1.0,0.0,0,606621
2022-07-22,FEPCGVST,6276.780000000001,64.55363368988037,107615.88596440315,107536.4851891136,0.002535505075786511,79.40077528953543,67.88841573601684,-2828.6303612422976,1.0,0.0,0,606621
2022-07-25,FEPCGVST,6276.780000000001,65.26437187194824,108863.64244829176,107615.88596440315,0.034769571265985406,1247.756483888626,67.88841573601684,-1580.8738773536713,1.0,0.0,0,606621
2022-07-26,FEPCGVST,6276.780000000001,65.86237716674805,109297.11120603561,108863.64244829176,0.013051179221999807,433.46875774383534,67.88841573601684,-1147.4051196098358,1.0,0.0,0,606621
2022-07-27,FEPCGVST,6276.780000000001,66.3375825881958,110340.10194920539,109297.11120603561,0.028411740226274754,1042.9907431697845,67.88841573601684,-104.41437644005168,1.0,0.0,0,606621
2022-07-28,FEPCGVST,6276.780000000001,67.95506381988525,112601.74866539954,110340.10194920539,0.06213906685791333,2261.6467161941528,67.88841573601684,2157.2323397541013,1.0,0.0,0,606621
2022-07-29,FEPCGVST,6276.780000000001,69.81591701507568,115342.27104638098,112601.74866539954,0.07283616663214319,2740.522380981445,67.88841573601684,4897.7547207355465,1.0,0.0,0,606621
2022-08-01,ETRNRGPCG,5419.03,95.1274938583374,114080.71162208557,38042.28354214668,0.00460407419019267,175.14949579238893,94.4689826965332,2339.9535623550414,1.0,1854.9399999999998,3,606624
2022-08-02,ETRNRGPCG,5419.03,94.79533290863037,114022.79987567902,114080.71162208557,-0.001554611959934388,-57.91174640655515,94.4689826965332,2282.0418159484866,1.0,0.0,0,606624
2022-08-03,ETRNRGPCG,5419.03,95.96105098724365,115210.11783370972,114022.79987567902,0.03120851994767301,1187.3179580307005,94.4689826965332,3469.359773979187,1.0,0.0,0,606624
2022-08-04,ETRNRGPCG,5419.03,98.17920207977295,117263.22888889312,115210.11783370972,0.054274481828158826,2053.1110551834104,94.4689826965332,5522.4708291625975,1.0,0.0,0,606624
2022-08-05,ETRNRGPCG,5419.03,97.13098526000977,116499.17199562074,117263.22888889312,-0.01923465651058966,-764.0568932724,94.4689826965332,4758.4139358901975,1.0,0.0,0,606624
2022-08-08,ETRNRGPCG,5419.03,97.72246170043945,117393.93901763915,116499.17199562074,0.023026736533936602,894.7670220184326,94.4689826965332,5653.18095790863,1.0,0.0,0,606624
2022-08-09,ETRNRGPCG,5419.03,98.07833480834961,117753.06317752838,117393.93901763915,0.009203479570975458,359.12415988922123,94.4689826965332,6012.305117797851,1.0,0.0,0,606624
2022-08-10,ETRNRGPCG,5419.03,98.88041496276855,119172.90069824219,117753.06317752838,0.036353588299776265,1419.837520713806,94.4689826965332,7432.142638511657,1.0,0.0,0,606624
2022-08-11,ETRNRGPCG,5419.03,100.57440376281738,121852.66495738983,119172.90069824219,0.06712485393191868,2679.764259147644,94.4689826965332,10111.9068976593,1.0,0.0,0,606624
2022-08-12,ETRNRGPCG,5419.03,102.89767074584961,124613.4639761734,121852.66495738983,0.06791658233965854,2760.7990187835694,94.4689826965332,12872.70591644287,0.9999999999999999,0.0,0,606624
2022-08-15,ETRNRGPCG,5419.03,104.03236484527588,126372.77519500731,124613.4639761734,0.04196454660549845,1759.3112188339232,94.4689826965332,14632.017135276794,1.0,0.0,0,606624
2022-08-16,ETRNRGPCG,5419.03,104.53103351593018,126862.31894641876,126372.77519500731,0.011650012998769724,489.543751411438,94.4689826965332,15121.560886688232,1.0,0.0,0,606624
2022-08-17,ETRNRGPCG,5419.03,103.91784858703613,125823.6241398239,126862.31894641876,-0.02448751498365794,-1038.6948065948486,94.4689826965332,14082.866080093383,1.0,0.0,0,606624
2022-08-18,ETRNRGPCG,5419.03,104.42152214050293,126550.16148620605,125823.6241398239,0.01648433939542272,726.537346382141,94.4689826965332,14809.403426475525,1.0,0.0,0,606624
2022-08-19,ETRNRGPCG,5419.03,104.34511947631836,126118.4856980133,126550.16148620605,-0.009124130838647795,-431.675788192749,94.4689826965332,14377.727638282777,1.0,0.0,0,606624
2022-08-22,ETRNRGPCG,5419.03,102.73799324035645,123502.91736965178,126118.4856980133,-0.06164663605308923,-2615.5683283615112,94.4689826965332,11762.159309921264,1.0,0.0,0,606624
2022-08-23,ETRNRGPCG,5419.03,102.0342960357666,122902.46850833892,123502.91736965178,-0.014683763344772716,-600.4488613128661,94.4689826965332,11161.710448608399,1.0,0.0,0,606624
2022-08-24,ETRNRGPCG,5419.03,102.26351547241211,123864.58860961912,122902.46850833892,0.023398238044407986,962.1201012802123,94.4689826965332,12123.830549888611,1.0,0.0,0,606624
2022-08-25,ETRNRGPCG,5419.03,103.63295269012451,126566.26240509033,123864.58860961912,0.06428129740045715,2701.673795471191,94.4689826965332,14825.504345359801,1.0,0.0,0,606624
2022-08-26,ETRNRGPCG,5419.03,102.39420223236084,125209.1152873993,126566.26240509033,-0.031632762105169444,-1357.1471176910397,94.4689826965332,13468.357227668763,1.0,0.0,0,606624
2022-08-29,ETRNRGPCG,5419.03,102.4251537322998,125269.2689063263,125209.1152873993,0.0015589133900865107,60.153618927001986,94.4689826965332,13528.510846595764,1.0,0.0,0,606624
2022-08-30,ETRNRGPCG,5419.03,100.59815406799316,122871.08304603577,125269.2689063263,-0.05728484926517538,-2398.185860290527,94.4689826965332,11130.324986305237,1.0,0.0,0,606624
2022-08-31,ETRNRGPCG,5419.03,100.23888301849365,123022.63142555236,122871.08304603577,0.002504345308690953,151.54837951660159,94.4689826965332,11281.873365821837,1.0,0.0,0,606624
2022-09-01,AWKDUKEXC,1795.5,271.6681709289551,123874.13141040801,0.0,0.0,0.0,271.6681709289551,0.0,1.0,1795.5,3,606627
2022-09-02,AWKDUKEXC,1795.5,267.22893142700195,122160.36432468414,123874.13141040801,-0.04150432399679918,-1713.767085723877,271.6681709289551,-1713.767085723877,1.0,0.0,0,606627
2022-09-06,AWKDUKEXC,1795.5,267.13008880615234,121974.03661521911,122160.36432468414,-0.0045280959517224675,-186.32770946502686,271.6681709289551,-1900.0947951889038,1.0,0.0,0,606627
2022-09-07,AWKDUKEXC,1795.5,275.73646545410156,125780.45907577514,121974.03661521911,0.09363637462753935,3806.4224605560303,271.6681709289551,1906.3276653671264,1.0,0.0,0,606627
2022-09-08,AWKDUKEXC,1795.5,276.14134979248047,125942.89670455933,125780.45907577514,0.003935304259476571,162.4376287841797,271.6681709289551,2068.765294151306,0.9999999999999999,0.0,0,606627
2022-09-09,AWKDUKEXC,1795.5,277.49097442626953,126742.60481582642,125942.89670455933,0.01904550287340013,799.7081112670899,271.6681709289551,2868.473405418396,1.0,0.0,0,606627
2022-09-12,AWKDUKEXC,1795.5,280.4015693664551,127912.068158226,126742.60481582642,0.027708766369797588,1169.4633423995972,271.6681709289551,4037.936747817993,1.0,0.0,0,606627
2022-09-13,AWKDUKEXC,1795.5,271.89638900756836,123654.58406948089,127912.068158226,-0.09973948188604256,-4257.484088745117,271.6681709289551,-219.547340927124,1.0,0.0,0,606627
2022-09-14,AWKDUKEXC,1795.5,274.350284576416,124738.60089824678,123654.58406948089,0.02628700749236328,1084.0168287658691,271.6681709289551,864.4694878387452,0.9999999999999999,0.0,0,606627
2022-09-15,AWKDUKEXC,1795.5,265.6298141479492,121034.40314422609,124738.60089824678,-0.0890085158369697,-3704.197754020691,271.6681709289551,-2839.728266181946,1.0,0.0,0,606627
2022-09-16,AWKDUKEXC,1795.5,265.95245361328125,121088.83723617555,121034.40314422609,0.0013584750336633517,54.434091949462896,271.6681709289551,-2785.294174232483,1.0,0.0,0,606627
2022-09-19,AWKDUKEXC,1795.5,266.8532524108887,121564.08979511261,121088.83723617555,0.011773279176925123,475.2525589370727,271.6681709289551,-2310.0416152954103,1.0,0.0,0,606627
2022-09-20,AWKDUKEXC,1795.5,262.4500312805176,119703.16455623627,121564.08979511261,-0.04594812357095435,-1860.9252388763427,271.6681709289551,-4170.966854171753,1.0,0.0,0,606627
2022-09-21,AWKDUKEXC,1795.5,259.657283782959,118250.94404758453,119703.16455623627,-0.0363754789547725,-1452.2205086517333,271.6681709289551,-5623.187362823486,1.0,0.0,0,606627
2022-09-22,AWKDUKEXC,1795.5,258.2200469970703,117592.58298637389,118250.94404758453,-0.01683807129199015,-658.3610612106323,271.6681709289551,-6281.548424034119,1.0,0.0,0,606627
2022-09-23,AWKDUKEXC,1795.5,255.64652252197266,116700.62763175965,117592.58298637389,-0.0226724236838928,-891.9553546142578,271.6681709289551,-7173.503778648376,0.9999999999999999,0.0,0,606627
2022-09-26,AWKDUKEXC,1795.5,248.92083358764648,113616.87868831634,116700.62763175965,-0.07923729762954056,-3083.7489434432982,271.6681709289551,-10257.252722091675,1.0,0.0,0,606627
2022-09-27,AWKDUKEXC,1795.5,243.9592056274414,111541.47888671875,113616.87868831634,-0.05466470273214279,-2075.3998015975953,271.6681709289551,-12332.65252368927,1.0,0.0,0,606627
2022-09-28,AWKDUKEXC,1795.5,247.14967346191406,112335.91885482788,111541.47888671875,0.021531612571448012,794.4399681091309,271.6681709289551,-11538.21255558014,1.0,0.0,0,606627
2022-09-29,AWKDUKEXC,1795.5,237.68085098266602,107671.48588352204,112335.91885482788,-0.12462423110208873,-4664.432971305847,271.6681709289551,-16202.645526885986,1.0,0.0,0,606627
2022-09-30,AWKDUKEXC,1795.5,232.83675384521484,105779.5754951477,107671.48588352204,-0.0523769852973278,-1891.9103883743287,271.6681709289551,-18094.555915260316,1.0,0.0,0,606627
2022-10-03,ATODUKEXC,1891.5099999999998,211.95945739746094,108765.64601394653,70299.9993030548,0.052062436032853626,1829.1516878509522,228.2397992377003,-10441.572166175845,1.0,392.8199999999999,3,606630
2022-10-04,ATODUKEXC,1891.5099999999998,216.12762069702148,111372.441130867,108765.64601394653,0.0718702606339156,2606.795116920471,228.2397992377003,-7834.7770492553755,1.0,0.0,0,606630
2022-10-05,ATODUKEXC,1891.5099999999998,210.20006561279297,108164.31296211242,111372.441130867,-0.08627551973185604,-3208.1281687545775,228.2397992377003,-11042.905218009952,1.0,0.0,0,606630
2022-10-06,ATODUKEXC,1891.5099999999998,203.55605697631836,104903.42502292633,108164.31296211242,-0.09055441616895685,-3260.887939186096,228.2397992377003,-14303.793157196047,1.0,0.0,0,606630
2022-10-07,ATODUKEXC,1891.5099999999998,200.08902740478516,103012.48549644469,104903.42502292633,-0.054000621867426046,-1890.9395264816283,228.2397992377003,-16194.732683677677,1.0,0.0,0,606630
2022-10-10,ATODUKEXC,1891.5099999999998,201.35200881958008,104013.39728237152,103012.48549644469,0.028825741705806138,1000.9117859268188,228.2397992377003,-15193.820897750858,1.0,0.0,0,606630
2022-10-11,ATODUKEXC,1891.5099999999998,203.49737548828125,104636.83191925049,104013.39728237152,0.018498419825304268,623.4346368789672,228.2397992377003,-14570.386260871892,1.0,0.0,0,606630
2022-10-12,ATODUKEXC,1891.5099999999998,196.4129180908203,100844.43963638306,104636.83191925049,-0.10882910272640275,-3792.3922828674313,228.2397992377003,-18362.77854373932,1.0,0.0,0,606630
2022-10-13,ATODUKEXC,1891.5099999999998,201.28087997436523,103569.23674594879,100844.43963638306,0.08097764566559976,2724.797109565735,228.2397992377003,-15637.981434173587,1.0,0.0,0,606630
2022-10-14,ATODUKEXC,1891.5099999999998,196.65228652954102,101365.9160892868,103569.23674594879,-0.06350560948975309,-2203.3206566619874,228.2397992377003,-17841.302090835576,1.0,0.0,0,606630
2022-10-17,ATODUKEXC,1891.5099999999998,200.45686721801758,103238.64182796478,101365.9160892868,0.055692472953153604,1872.7257386779784,228.2397992377003,-15968.576352157595,1.0,0.0,0,606630
2022-10-18,ATODUKEXC,1891.5099999999998,204.27213668823242,105053.9485136795,103238.64182796478,0.05286949511149497,1815.3066857147214,228.2397992377003,-14153.269666442873,1.0,0.0,0,606630
2022-10-19,ATODUKEXC,1891.5099999999998,202.59918594360352,103905.61321941375,105053.9485136795,-0.03279132056326334,-1148.335294265747,228.2397992377003,-15301.60496070862,1.0,0.0,0,606630
2022-10-20,ATODUKEXC,1891.5099999999998,197.90777015686035,101220.91100057602,103905.61321941375,-0.07753426533125522,-2684.7022188377377,228.2397992377003,-17986.30717954636,1.0,0.0,0,606630
2022-10-21,ATODUKEXC,1891.5099999999998,201.49413299560547,103363.66064369201,101220.91100057602,0.06358449377205833,2142.749643115997,228.2397992377003,-15843.557536430362,0.9999999999999999,0.0,0,606630
2022-10-24,ATODUKEXC,1891.5099999999998,201.46904373168945,103458.30540782928,103363.66064369201,0.0028518046926967137,94.64476413726806,228.2397992377003,-15748.912772293093,1.0,0.0,0,606630
2022-10-25,ATODUKEXC,1891.5099999999998,205.38715744018555,105566.53573703766,103458.30540782928,0.061052755867514324,2108.230329208374,228.2397992377003,-13640.68244308472,1.0,0.0,0,606630
2022-10-26,ATODUKEXC,1891.5099999999998,205.8390769958496,105676.53456241608,105566.53573703766,0.003312093134696847,109.99882537841799,228.2397992377003,-13530.683617706301,1.0,0.0,0,606630
2022-10-27,ATODUKEXC,1891.5099999999998,207.27512741088867,106286.58018482209,105676.53456241608,0.017205787498480424,610.0456224060058,228.2397992377003,-12920.637995300294,1.0,0.0,0,606630
2022-10-28,ATODUKEXC,1891.5099999999998,212.9714469909668,109246.99796146393,106286.58018482209,0.08374600323921785,2960.4177766418456,228.2397992377003,-9960.22021865845,1.0,0.0,0,606630
