date,current_value,cum_pnl
2024-05-24,158918.15327934263,16998.975715179437
2024-05-28,159122.5055857849,17203.328021621695
2024-05-29,155148.90874435424,13229.731180191033
2024-05-30,157966.6678765869,16047.490312423699
2024-05-31,158608.3986982727,16689.221134109488
2024-06-03,155586.07615509033,0.0
2024-06-04,156327.82513267515,741.7489775848387
2024-06-05,154262.3609598541,-1323.7151952362058
2024-06-06,153854.8551167297,-1731.2210383605952
2024-06-07,152510.49835380554,-3075.5778012847895
2024-06-10,152865.16219955444,-2720.913955535888
2024-06-11,153163.33939170834,-2422.7367633819576
2024-06-12,152606.91732788086,-2979.1588272094723
2024-06-13,152011.15170318604,-3574.924451904297
2024-06-14,152291.77343872067,-3294.302716369628
2024-06-17,152240.29894233702,-3345.7772127532953
2024-06-18,152205.60594291685,-3380.4702121734613
2024-06-20,153670.47431251526,-1915.6018425750729
2024-06-21,152044.40923400878,-3541.6669210815426
2024-06-24,154175.38174003598,-1410.6944150543209
2024-06-25,152138.70010414123,-3447.3760509490958
2024-06-26,151827.31827095032,-3758.7578841400136
2024-06-27,152791.36881324765,-2794.7073418426507
2024-06-28,152963.30306724546,-2622.7730878448483
2024-07-01,151615.5553223419,0.0
2024-07-02,151641.61309604644,26.057773704528802
2024-07-03,152492.1040657425,876.5487434005737
2024-07-05,152160.68693935394,545.1316170120239
2024-07-08,151610.3209719467,-5.234350395202682
2024-07-09,152606.5088967514,990.9535744094846
2024-07-10,153790.66428890228,2175.1089665603636
2024-07-11,156787.5544013214,5171.999078979492
2024-07-12,157925.87491886137,6310.31959651947
2024-07-15,156023.45470596314,4407.899383621216
2024-07-16,157417.26285442352,5801.707532081604
2024-07-17,161641.16814426423,10025.612821922303
2024-07-18,161419.45796646117,9803.902644119262
2024-07-19,160959.5877365875,9344.032414245605
2024-07-22,162066.28441921234,10450.729096870422
2024-07-23,159879.52003822327,8263.964715881348
2024-07-24,164228.53694583895,12612.98162349701
2024-07-25,164775.2416176605,13159.686295318603
2024-07-26,166270.28204532622,14654.726722984315
2024-07-29,167112.9367028427,15497.381380500792
2024-07-30,169241.14982517244,17625.594502830507
2024-07-31,167909.4690987015,16293.913776359557
2024-08-01,171661.3531239319,0.0
2024-08-02,163360.96842956543,-8300.384694366456
2024-08-05,161110.7458187485,-10550.60730518341
2024-08-06,166143.21602230074,-5518.137101631165
2024-08-07,166099.06762493134,-5562.285499000549
2024-08-08,174388.49737392427,2727.144249992371
2024-08-09,177496.04315288545,5834.690028953552
2024-08-12,175914.2111820984,4252.858058166503
2024-08-13,177484.48624412538,5823.133120193483
2024-08-14,176613.3029153061,4951.949791374207
2024-08-15,178884.7518752289,7223.398751296997
2024-08-16,178611.84278678894,6950.489662857056
2024-08-19,179685.37530513766,8024.02218120575
2024-08-20,178222.17860683444,6560.825482902527
2024-08-21,181487.8471344376,9826.494010505676
2024-08-22,181848.1878749466,10186.83475101471
2024-08-23,182797.42554439546,11136.072420463563
2024-08-26,183799.69067985535,12138.337555923463
2024-08-27,184168.39490146638,12507.041777534485
2024-08-28,180769.81122989656,9108.45810596466
2024-08-29,182569.82827201844,10908.475148086549
2024-08-30,185610.79791751862,13949.444793586732
2024-09-03,175782.23986154556,-730.1439498519923
2024-09-04,176701.2053504944,188.82153909682972
2024-09-05,176457.51633289337,-54.867478504183396
2024-09-06,171838.3423093033,-4674.041502094271
2024-09-09,172747.7366259575,-3764.647185440066
2024-09-10,175642.7921886635,-869.5916227340724
2024-09-11,183763.37216314318,7250.988351745604
2024-09-12,184787.2430731583,8274.85926176071
2024-09-13,188974.97102899553,12462.58721759796
2024-09-16,192292.10926244737,15779.725451049804
2024-09-17,193983.04702192306,17470.663210525512
2024-09-18,193521.27753538132,17008.893723983765
2024-09-19,195066.39922672271,18554.015415325164
2024-09-20,210208.55691276552,33696.17310136795
2024-09-23,214002.40935548785,37490.02554409027
